site,dist,site_name,start,end,lat,lon,source,state,height,bar_ht,wmo,location,path,loc_lat,loc_lon
-------,-----,----------------------------------------,-------,-------,--------,---------,--------------,---,----------,--------,------,NA,NA,NA,NA
003031,03,LOMBADINA MISSION,1946,1993,-16.5167,122.8908,.....,WA,20.0,..,..,"Dampier Peninsula, WA ",/places/wa/F044/?location=Dampier Peninsula,-16.517,122.891
003032,03,DERBY AERO,1951,..,-17.3706,123.6611,GPS,WA,6.2,6.7,95205,"Unnamed location, WA ",/places/wa/DPT3/?location=Unnamed location,-17.371,123.661
003033,03,BLINA,1938,..,-17.7472,124.5283,GPS,WA,60.0,..,..,"Mount Hardman, WA ",/places/wa/DR2C/?location=Mount Hardman,-17.747,124.528
003034,03,ECO BEACH,1998,1999,-18.3381,122.0758,GPS,WA,15.0,..,..,"Roebuck, WA ",/places/wa/9YYT/?location=Roebuck,-18.338,122.076
003035,03,MUNJA,1922,1948,-16.4000,124.9500,.....,WA,..,..,..,"King Leopold Ranges, WA ",/places/wa/F24S/?location=King Leopold Ranges,-16.400,124.950
003036,03,BROOME QUARANTINE STATION,1952,1953,-18.0000,122.2167,.....,WA,9.0,..,..,"Minyirr, WA ",/places/wa/9ZPK/?location=Minyirr,-18.000,122.217
003037,03,MUNKAYARRA,1958,1958,-17.4333,123.7500,.....,WA,..,..,..,"Unnamed location, WA ",/places/wa/DPMX/?location=Unnamed location,-17.433,123.750
003038,03,LIVERINGA 2,1958,1960,-17.9500,124.1667,.....,WA,..,..,..,"Camballin, WA ",/places/wa/DPPM/?location=Camballin,-17.950,124.167
003039,03,SILENT GROVE,1959,1972,-16.9667,125.3000,.....,WA,..,..,..,"King Leopold Ranges, WA ",/places/wa/DRU1/?location=King Leopold Ranges,-16.967,125.300
003040,03,CAMBALLIN,1958,..,-17.9903,124.1922,GPS,WA,45.0,..,..,"Camballin, WA ",/places/wa/camballin/,-17.990,124.192
003041,03,KILTO STATION,1962,..,-17.6924,122.7127,GPS,WA,60.0,..,..,"Waterbank, WA ",/places/wa/DP36/?location=Waterbank,-17.692,122.713
003042,03,TALGARNO,1959,1963,-19.2833,121.5000,.....,WA,3.0,21.0,..,"Eighty Mile Beach, WA ",/places/wa/9YK6/?location=Eighty Mile Beach,-19.283,121.500
003043,03,CHRISTMAS CREEK HOMESTEAD,1960,..,-18.8772,125.9207,GPS,WA,160.0,..,..,"St George Ranges, WA ",/places/wa/DQWF/?location=St George Ranges,-18.877,125.921
003044,03,BROOKING SPRINGS,1901,..,-18.1103,125.6431,GPS,WA,110.0,..,..,"King Leopold Ranges, WA ",/places/wa/DRJD/?location=King Leopold Ranges,-18.110,125.643
003045,03,CALANGADIE,1921,1939,-19.1000,121.5000,.....,WA,..,..,..,"Eighty Mile Beach, WA ",/places/wa/9YKQ/?location=Eighty Mile Beach,-19.100,121.500
003046,03,CHERRABUN,1906,1972,-18.4833,125.3333,.....,WA,91.0,..,..,"St George Ranges, WA ",/places/wa/DQU6/?location=St George Ranges,-18.483,125.333
003047,03,DAMPIER DOWNS,1929,1940,-18.4000,123.1000,.....,WA,..,..,..,"Gingerah, WA ",/places/wa/DNFU/?location=Gingerah,-18.400,123.100
003048,03,CHERRABUN,1962,..,-18.9159,125.5264,GPS,WA,151.0,..,..,"St George Ranges, WA ",/places/wa/DQT4/?location=St George Ranges,-18.916,125.526
003049,03,ISADELL DOWNS,1913,1927,-16.9000,125.7000,.....,WA,..,..,..,"King Leopold Ranges, WA ",/places/wa/DRVF/?location=King Leopold Ranges,-16.900,125.700
003050,03,LIVERINGA LOWER,1887,1896,-17.9500,124.1667,.....,WA,..,..,..,"Camballin, WA ",/places/wa/DPPM/?location=Camballin,-17.950,124.167
003051,03,MOUNT BARNETT,1983,..,-16.7372,125.9086,GPS,WA,401.0,401.0,..,"King Leopold Ranges, WA ",/places/wa/DRYV/?location=King Leopold Ranges,-16.737,125.909
003052,03,MOUNT HART STATION,1925,..,-16.8214,124.9151,GPS,WA,190.0,..,..,"King Leopold Ranges, WA ",/places/wa/DRFS/?location=King Leopold Ranges,-16.821,124.915
003053,03,OBAGAMA,1895,1934,-16.7000,123.9833,.....,WA,..,..,..,"Kimbolton, WA ",/places/wa/DPYW/?location=Kimbolton,-16.700,123.983
003054,03,POINT TORMENT,1904,1923,-17.1000,123.7000,.....,WA,..,..,..,"Meda, WA ",/places/wa/DPTQ/?location=Meda,-17.100,123.700
003055,03,ROLLAH,1907,1919,-18.7000,121.7500,.....,WA,..,..,..,"Lagrange, WA ",/places/wa/9YTQ/?location=Lagrange,-18.700,121.750
003056,03,THANGOO,1892,..,-18.1792,122.3583,GPS,WA,5.0,..,..,"Roebuck, WA ",/places/wa/9ZPB/?location=Roebuck,-18.179,122.358
003057,03,CYGNET BAY,1963,..,-16.4513,123.0087,GPS,WA,7.0,9.0,94201,"Dampier Peninsula, WA ",/places/wa/F04E/?location=Dampier Peninsula,-16.451,123.009
003058,03,MILLAJIDDIE,1964,1969,-18.8333,124.9500,.....,WA,60.0,..,..,"St George Ranges, WA ",/places/wa/DQDE/?location=St George Ranges,-18.833,124.950
003059,03,NITA DOWNS,1964,..,-19.0861,121.6764,GPS,WA,31.0,..,..,"Eighty Mile Beach, WA ",/places/wa/9YMN/?location=Eighty Mile Beach,-19.086,121.676
003060,03,ARDJORIE,1966,1973,-18.7667,123.6833,.....,WA,152.0,..,..,"Geegully Creek, WA ",/places/wa/DNTM/?location=Geegully Creek,-18.767,123.683
003061,03,KIMBOLTON RANGE STATION 1,1966,1978,-16.6950,123.8625,.....,WA,250.0,..,..,"Kimbolton, WA ",/places/wa/DPYN/?location=Kimbolton,-16.695,123.862
003062,03,BEVERLEY SP,1959,1967,-16.5833,125.4833,.....,WA,..,..,..,"King Leopold Ranges, WA ",/places/wa/F2HB/?location=King Leopold Ranges,-16.583,125.483
003063,03,CHARNLEY RIVER,1968,..,-16.7164,125.4600,GPS,WA,400.0,..,..,"King Leopold Ranges, WA ",/places/wa/DRUY/?location=King Leopold Ranges,-16.716,125.460
003064,03,FITZROY A.I.M,1970,1974,-18.1667,125.5833,.....,WA,..,..,..,"King Leopold Ranges, WA ",/places/wa/DRJ3/?location=King Leopold Ranges,-18.167,125.583
003065,03,KALYEEDA,1972,1974,-18.5500,124.7167,.....,WA,..,..,..,"St George Ranges, WA ",/places/wa/DQCC/?location=St George Ranges,-18.550,124.717
003066,03,PORT SMITH,1973,..,-18.5175,121.8072,GPS,WA,10.0,..,..,"Lagrange, WA ",/places/wa/9YVD/?location=Lagrange,-18.517,121.807
003067,03,GLAROSA POULTRY LODGE,1973,1974,-17.3333,123.6833,.....,WA,8.0,..,..,"Unnamed location, WA ",/places/wa/DPT3/?location=Unnamed location,-17.333,123.683
003068,03,DAMPIER DOWNS,1973,..,-18.5077,123.4561,GPS,WA,120.0,..,..,"Gingerah, WA ",/places/wa/DNU6/?location=Gingerah,-18.508,123.456
003069,03,KOOLAN ISLAND,1974,1992,-16.1306,123.7764,.....,WA,152.0,143.9,..,"Kimbolton, WA ",/places/wa/F0MC/?location=Kimbolton,-16.131,123.776
003070,03,OOBAGOOMA,1974,1974,-16.7667,123.9833,.....,WA,70.0,..,..,"Kimbolton, WA ",/places/wa/DPYT/?location=Kimbolton,-16.767,123.983
003071,03,NOONKANBAH AIRSTRIP,1944,1945,-18.5000,124.8333,.....,WA,83.0,..,..,"Mount Hardman, WA ",/places/wa/DQF4/?location=Mount Hardman,-18.500,124.833
003072,03,ONE ARM POINT,1975,1993,-16.4508,123.0653,.....,WA,2.0,..,..,"Dampier Peninsula, WA ",/places/wa/F04G/?location=Dampier Peninsula,-16.451,123.065
003073,03,KIMBOLTON,1970,..,-16.6872,123.8375,GPS,WA,25.0,..,..,"Kimbolton, WA ",/places/wa/DPYN/?location=Kimbolton,-16.687,123.838
003074,03,YAKKAMUNGA,1983,..,-17.9343,123.4736,GPS,WA,50.0,..,..,"Geegully Creek, WA ",/places/wa/DPHT/?location=Geegully Creek,-17.934,123.474
003075,03,DERBY MAIN ROADS,1983,..,-17.3136,123.6497,GPS,WA,18.0,..,..,"Unnamed location, WA ",/places/wa/DPT6/?location=Unnamed location,-17.314,123.650
003076,03,WESTERN FIELD,1983,1985,-19.3283,125.3886,.....,WA,240.0,241.0,..,"St George Ranges, WA ",/places/wa/DQK9/?location=St George Ranges,-19.328,125.389
003077,03,MOWLA BLUFF,1985,1995,-18.5914,123.6133,.....,WA,120.0,..,..,"Geegully Creek, WA ",/places/wa/DNV0/?location=Geegully Creek,-18.591,123.613
003078,03,CADJEBUT,1987,2003,-18.7267,125.9875,GPS,WA,200.0,202.0,..,"St George Ranges, WA ",/places/wa/DQXJ/?location=St George Ranges,-18.727,125.987
003079,03,SHELAMAR,1989,..,-18.9897,121.7208,GPS,WA,20.0,..,..,"Eighty Mile Beach, WA ",/places/wa/9YT0/?location=Eighty Mile Beach,-18.990,121.721
003080,03,CURTIN AERO,1989,..,-17.5768,123.8297,GPS,WA,77.5,78.0,94204,"Willare, WA ",/places/wa/DPQH/?location=Willare,-17.577,123.830
003081,03,CURTIN,1990,1995,-17.5778,123.8222,.....,WA,91.0,..,..,"Willare, WA ",/places/wa/DPQH/?location=Willare,-17.578,123.822
003082,03,KIRBY GARDENS,1991,2011,-17.8672,122.3631,GPS,WA,40.0,..,..,"Roebuck, WA ",/places/wa/9ZPZ/?location=Roebuck,-17.867,122.363
003083,03,BROOME BIRD OBSERVATORY,1991,1997,-17.9769,122.3431,.....,WA,15.0,..,..,"Roebuck, WA ",/places/wa/9ZPU/?location=Roebuck,-17.977,122.343
003084,03,DERBY (MANNING RD),1992,..,-17.3436,123.6781,GPS,WA,10.0,..,..,"Unnamed location, WA ",/places/wa/DPT3/?location=Unnamed location,-17.344,123.678
003085,03,MOUNT JOWLAENGA,1992,2002,-17.4311,123.0389,GPS,WA,80.0,..,..,"Waterbank, WA ",/places/wa/DP6X/?location=Waterbank,-17.431,123.039
003086,03,WILLARE BRIDGE,1992,..,-17.7278,123.6547,GPS,WA,20.0,..,..,"Willare, WA ",/places/wa/DPM3/?location=Willare,-17.728,123.655
003087,03,TANJUNGPANDAN,1993,2000,-17.5606,122.1458,GPS,WA,15.0,..,..,"Waterbank, WA ",/places/wa/9ZQV/?location=Waterbank,-17.561,122.146
003088,02,LARRAWA,1995,..,-18.8375,126.5247,GPS,WA,260.0,..,..,"Mueller Ranges, WA ",/places/wa/DW97/?location=Mueller Ranges,-18.837,126.525
003089,03,BROOME COMPARISON,1995,2000,-17.9492,122.2339,.....,WA,7.0,9.0,..,"Broome, WA ",/places/wa/broome/,-17.949,122.234
003090,03,DEBESA,1995,..,-17.7981,124.0772,GPS,WA,100.0,..,..,"Camballin, WA ",/places/wa/DPR0/?location=Camballin,-17.798,124.077
003091,03,BEEFWOOD PARK,1996,..,-18.9894,125.8478,GPS,WA,200.0,..,..,"St George Ranges, WA ",/places/wa/DQW8/?location=St George Ranges,-18.989,125.848
003092,03,SOUTH EAST WATERBANK,1996,1999,-17.8578,122.2725,GPS,WA,41.0,41.5,..,"Waterbank, WA ",/places/wa/9ZPX/?location=Waterbank,-17.858,122.272
003093,03,FITZROY CROSSING AERO,1997,..,-18.1814,125.5619,GPS,WA,114.5,115.0,94206,"Fitzroy Crossing, WA ",/places/wa/fitzroy-crossing/,-18.181,125.562
003094,03,WINDJANA GORGE,1997,..,-17.4211,124.9246,GPS,WA,95.0,..,..,"King Leopold Ranges, WA ",/places/wa/DRD8/?location=King Leopold Ranges,-17.421,124.925
003095,03,PILLARA SPRINGS,1998,2003,-18.3192,125.7806,GPS,WA,160.0,..,..,"St George Ranges, WA ",/places/wa/DQYN/?location=St George Ranges,-18.319,125.781
003097,03,BEVERLEY SPRINGS AIRSTRIP,1999,2002,-16.7300,125.4386,GPS,WA,393.0,..,..,"King Leopold Ranges, WA ",/places/wa/DRUV/?location=King Leopold Ranges,-16.730,125.439
003098,03,MOUNT HOUSE AIRSTRIP,2002,..,-17.0535,125.7120,GPS,WA,270.0,..,..,"King Leopold Ranges, WA ",/places/wa/DRTZ/?location=King Leopold Ranges,-17.053,125.712
003099,03,LEOPOLD DOWNS TBRG,2011,..,-17.7535,125.3807,GPS,WA,220.0,..,..,"King Leopold Ranges, WA ",/places/wa/DRK9/?location=King Leopold Ranges,-17.753,125.381
003100,03,LIVERINGA STATION,2001,..,-17.9503,124.2653,GPS,WA,55.0,..,..,"Camballin, WA ",/places/wa/DPPV/?location=Camballin,-17.950,124.265
003101,03,DAMPIER DOWNS AIRSTRIP,2006,..,-18.5096,123.4676,GPS,WA,140.0,..,..,"Geegully Creek, WA ",/places/wa/DNUD/?location=Geegully Creek,-18.510,123.468
003102,03,BROOME WHARF NTC AWS,1991,..,-18.0019,122.2162,GPS,WA,0.0,1.3,95202,"Minyirr, WA ",/places/wa/9ZPK/?location=Minyirr,-18.002,122.216
003103,03,MIDDLE LAGOON,2004,..,-16.7742,122.5762,GPS,WA,15.0,..,..,"Dampier Peninsula, WA ",/places/wa/DPBV/?location=Dampier Peninsula,-16.774,122.576
003104,03,BIDAN,2005,2021,-17.6450,123.1678,GPS,WA,50.0,..,..,"Willare, WA ",/places/wa/DP77/?location=Willare,-17.645,123.168
003105,03,LAUREL DOWNS,2007,..,-18.1105,125.3347,GPS,WA,175.0,..,..,"Mount Hardman, WA ",/places/wa/DRH6/?location=Mount Hardman,-18.110,125.335
003106,03,ELLENDALE MINESITE,2007,2015,-17.5669,124.8411,GPS,WA,125.0,..,..,"Mount Hardman, WA ",/places/wa/DR6M/?location=Mount Hardman,-17.567,124.841
003107,03,SILVER GULL CREEK,2014,2015,-16.1903,123.7025,MAP 1:250 000,WA,..,..,..,"Kimbolton, WA ",/places/wa/F0M8/?location=Kimbolton,-16.190,123.703
003108,03,YAMPI SOUND (DEFENCE),2018,..,-16.7671,123.9810,GPS,WA,41.3,41.9,95208,"Kimbolton, WA ",/places/wa/DPYT/?location=Kimbolton,-16.767,123.981
003109,03,BROOME NTC AWS COMPARISON,2011,2023,-18.0008,122.2183,MAP 1:250 000,WA,9.5,10.0,..,"Minyirr, WA ",/places/wa/9ZPK/?location=Minyirr,-18.001,122.218
003111,03,BROOME AIRPORT (AUTO EVAP),2024,..,-17.9475,122.2352,GPS,WA,7.4,8.7,99289,"Broome, WA ",/places/wa/broome/,-17.948,122.235
003112,3,BROOME WHARF NTC AWS,2025,..,-18.0018,122.2166,GPS,WA,8.9,8.9,..,"Minyirr, WA ",/places/wa/9ZPK/?location=Minyirr,-18.002,122.217
004000,04,ABYDOS,1917,1974,-21.4167,118.9333,.....,WA,226.0,..,..,"Unnamed location, WA ",/places/wa/9T18/?location=Unnamed location,-21.417,118.933
004001,04,WOODBROOK,1897,1974,-20.9000,117.1167,.....,WA,..,..,..,"Cooya Pooya, WA ",/places/wa/9M3F/?location=Cooya Pooya,-20.900,117.117
004002,04,PORT HEDLAND POST OFFICE,1897,1948,-20.3139,118.5742,.....,WA,8.0,..,..,"Port Hedland, WA ",/places/wa/port-hedland/,-20.314,118.574
004003,04,BALFOUR DOWNS,1907,1998,-22.8000,120.8625,.....,WA,500.0,..,..,"Unnamed location, WA ",/places/wa/9U1S/?location=Unnamed location,-22.800,120.862
004004,04,BAMBOO CREEK,1897,..,-20.9264,120.2075,GPS,WA,250.0,..,..,"Unnamed location, WA ",/places/wa/9TQC/?location=Unnamed location,-20.926,120.207
004005,04,BAMBOO SPRINGS,1905,1978,-22.0517,119.6325,.....,WA,400.0,..,..,"Nullagine, WA ",/places/wa/9SS7/?location=Nullagine,-22.052,119.632
004006,04,BONNEY DOWNS,1907,..,-22.1828,119.9350,GPS,WA,480.0,..,..,"Nullagine, WA ",/places/wa/9ST8/?location=Nullagine,-22.183,119.935
004007,04,BOODARIE,1887,1973,-20.4000,118.4667,.....,WA,6.0,..,..,"Boodarie, WA ",/places/wa/9MXS/?location=Boodarie,-20.400,118.467
004008,04,CARLINDIE,1907,..,-20.6392,119.2431,GPS,WA,120.0,..,..,"Unnamed location, WA ",/places/wa/9T6Z/?location=Unnamed location,-20.639,119.243
004009,04,COONGAN STATION,1904,1974,-20.6833,119.6667,.....,WA,..,..,..,"Unnamed location, WA ",/places/wa/9TKW/?location=Unnamed location,-20.683,119.667
004010,04,COOYA POOYA,1900,1974,-21.0333,117.1333,.....,WA,200.0,..,..,"Cooya Pooya, WA ",/places/wa/9M1Z/?location=Cooya Pooya,-21.033,117.133
004011,04,CORUNNA DOWNS,1897,1975,-21.4667,119.8333,.....,WA,400.0,..,..,"Nullagine, WA ",/places/wa/9SVR/?location=Nullagine,-21.467,119.833
004012,04,DE GREY,1888,..,-20.1756,119.1908,GPS,WA,15.0,..,..,"De Grey, WA ",/places/wa/9TF8/?location=De Grey,-20.176,119.191
004013,04,ETTRICK,1901,1964,-20.5167,119.6667,.....,WA,..,..,..,"Unnamed location, WA ",/places/wa/9TSD/?location=Unnamed location,-20.517,119.667
004014,04,EGINBAH,1930,1974,-20.8500,119.7667,.....,WA,..,..,..,"Unnamed location, WA ",/places/wa/9TM5/?location=Unnamed location,-20.850,119.767
004015,04,HILLSIDE STATION,1917,2020,-21.7219,119.3989,GPS,WA,271.0,..,..,"Nullagine, WA ",/places/wa/9SG6/?location=Nullagine,-21.722,119.399
004016,04,INDEE,1909,..,-20.7867,118.5972,GPS,WA,80.0,..,..,"Indee, WA ",/places/wa/9T2H/?location=Indee,-20.787,118.597
004017,04,STATION PEAK,1904,1911,-21.1500,118.1000,.....,WA,..,..,..,"Unnamed location, WA ",/places/wa/9MNJ/?location=Unnamed location,-21.150,118.100
004018,04,LIMESTONE,1925,1967,-21.1833,119.8167,.....,WA,..,..,..,"Unnamed location, WA ",/places/wa/9TJH/?location=Unnamed location,-21.183,119.817
004019,04,MANDORA,1913,..,-19.7419,120.8433,GPS,WA,7.5,8.0,94200,"Eighty Mile Beach, WA ",/places/wa/9Y19/?location=Eighty Mile Beach,-19.742,120.843
004020,04,MARBLE BAR COMPARISON,1895,2006,-21.1756,119.7497,GPS,WA,182.3,184.9,..,"Marble Bar, WA ",/places/wa/marble-bar/,-21.176,119.750
004021,04,MOUNT EDGAR,1901,1999,-21.3122,120.0586,.....,WA,270.0,..,..,"Unnamed location, WA ",/places/wa/9TN4/?location=Unnamed location,-21.312,120.059
004022,04,MUCCAN,1898,..,-20.6334,120.0863,GPS,WA,85.0,..,..,"Unnamed location, WA ",/places/wa/9TQR/?location=Unnamed location,-20.633,120.086
004023,04,MULYIE,1888,..,-20.4619,119.5189,GPS,WA,30.0,..,..,"Unnamed location, WA ",/places/wa/9TEG/?location=Unnamed location,-20.462,119.519
004024,04,MUNDABULLANGANA,1899,..,-20.5192,118.0603,GPS,WA,20.0,..,..,"Mundabullangana, WA ",/places/wa/9MTF/?location=Mundabullangana,-20.519,118.060
004025,04,NIMINGARRA,1909,1966,-20.5000,119.8000,.....,WA,..,..,..,"Unnamed location, WA ",/places/wa/9TT4/?location=Unnamed location,-20.500,119.800
004026,04,NOREENA DOWNS,1911,..,-22.2914,120.1761,.....,WA,495.0,..,..,"Nullagine, WA ",/places/wa/9SQW/?location=Nullagine,-22.291,120.176
004027,04,NULLAGINE,1897,2004,-21.8861,120.1103,GPS,WA,380.0,..,..,"Nullagine, WA ",/places/wa/nullagine/,-21.886,120.110
004028,04,PARDOO STATION,1904,..,-20.1078,119.5811,GPS,WA,9.0,10.0,94311,"Pardoo, WA ",/places/wa/9TU4/?location=Pardoo,-20.108,119.581
004029,04,COORAGOORA,1954,..,-19.9604,120.2744,GPS,WA,22.0,..,..,"Eighty Mile Beach, WA ",/places/wa/9TZJ/?location=Eighty Mile Beach,-19.960,120.274
004030,04,PILGA,1915,1961,-21.4000,119.4000,.....,WA,..,..,..,"Nullagine, WA ",/places/wa/9T52/?location=Nullagine,-21.400,119.400
004031,04,POINT SAMSON,1949,1984,-20.6267,117.1925,.....,WA,30.0,..,..,"Point Samson, WA ",/places/wa/point-samson/,-20.627,117.192
004032,04,PORT HEDLAND AIRPORT,1942,..,-20.3725,118.6317,GPS,WA,6.4,7.3,94312,"Wedgefield, WA ",/places/wa/wedgefield/,-20.372,118.632
004033,04,PYRAMID STATION,1951,..,-21.0561,117.4436,GPS,WA,40.0,..,..,"Sherlock, WA ",/places/wa/9M5R/?location=Sherlock,-21.056,117.444
004034,04,RPF 734 MILE,1913,1947,-22.0167,121.4000,.....,WA,..,..,..,"Nullagine, WA ",/places/wa/9UEU/?location=Nullagine,-22.017,121.400
004035,04,ROEBOURNE,1887,2021,-20.7767,117.1456,GPS,WA,12.0,13.0,..,"Roebourne, WA ",/places/wa/roebourne/,-20.777,117.146
004036,04,STRELLEY,1906,..,-20.4681,119.0556,GPS,WA,67.0,..,..,"Strelley, WA ",/places/wa/9TD5/?location=Strelley,-20.468,119.056
004037,04,TALGA TALGA,1897,1970,-21.0500,120.0000,.....,WA,200.0,..,..,"Unnamed location, WA ",/places/wa/9TJZ/?location=Unnamed location,-21.050,120.000
004038,04,WALLAREENYA,1908,..,-20.7483,118.8172,GPS,WA,97.0,..,..,"Wallareenya, WA ",/places/wa/9T3J/?location=Wallareenya,-20.748,118.817
004039,04,WARAMBIE,1937,..,-20.9484,117.3732,GPS,WA,30.0,..,..,"Sherlock, WA ",/places/wa/9M6C/?location=Sherlock,-20.948,117.373
004040,04,WARRALONG,1899,1984,-20.6472,119.5869,.....,WA,84.0,..,..,"Unnamed location, WA ",/places/wa/9TKP/?location=Unnamed location,-20.647,119.587
004041,04,WARRAWAGINE,1897,..,-20.8508,120.6961,GPS,WA,159.0,..,..,"Unnamed location, WA ",/places/wa/9V2G/?location=Unnamed location,-20.851,120.696
004042,04,WHIM CREEK,1897,2024,-20.8414,117.8353,GPS,WA,32.0,..,..,"Whim Creek, WA ",/places/wa/whim-creek/,-20.841,117.835
004043,04,REDMONT,1925,2012,-21.9931,119.0131,.....,WA,387.0,..,..,"Unnamed location, WA ",/places/wa/9S9U/?location=Unnamed location,-21.993,119.013
004044,04,WIDJUP OUTCAMP,1921,1948,-19.5000,121.3000,.....,WA,..,..,..,"Eighty Mile Beach, WA ",/places/wa/9Y5Q/?location=Eighty Mile Beach,-19.500,121.300
004045,04,ABYDOS WOODSTOCK,1901,1997,-21.6200,118.9550,.....,WA,250.0,..,..,"Unnamed location, WA ",/places/wa/9SCS/?location=Unnamed location,-21.620,118.955
004046,04,YARRIE,1898,..,-20.6739,120.2044,GPS,WA,100.0,..,..,"Unnamed location, WA ",/places/wa/9TQZ/?location=Unnamed location,-20.674,120.204
004047,04,TABBA TABBA,1924,1976,-20.8333,118.9000,.....,WA,120.0,..,..,"Unnamed location, WA ",/places/wa/9T37/?location=Unnamed location,-20.833,118.900
004048,04,YANDEEARRA,1902,1999,-21.2853,118.4042,GPS,WA,120.0,..,..,"Unnamed location, WA ",/places/wa/9MP6/?location=Unnamed location,-21.285,118.404
004049,04,SPLIT ROCK,1927,1949,-21.6000,119.6000,.....,WA,..,..,..,"Nullagine, WA ",/places/wa/9SUK/?location=Nullagine,-21.600,119.600
004050,04,YALGOORA,1937,1949,-21.6000,119.7000,.....,WA,..,..,..,"Nullagine, WA ",/places/wa/9SUS/?location=Nullagine,-21.600,119.700
004051,04,BALLA BALLA,1898,1927,-20.6000,117.8000,.....,WA,..,..,..,"Mundabullangana, WA ",/places/wa/9MSB/?location=Mundabullangana,-20.600,117.800
004052,04,RPF 80 MILE,1909,1943,-20.5667,120.6500,.....,WA,..,..,..,"Telfer, WA ",/places/wa/9V89/?location=Telfer,-20.567,120.650
004053,04,CONDON,1889,1927,-20.0000,119.4000,.....,WA,..,..,..,"De Grey, WA ",/places/wa/9TGK/?location=De Grey,-20.000,119.400
004054,04,COSSACK,1881,2020,-20.6783,117.1892,GPS,WA,7.0,..,..,"Cossack, WA ",/places/wa/cossack/,-20.678,117.189
004055,04,CROYDON,1900,1946,-21.1000,117.8000,.....,WA,..,..,..,"Sherlock, WA ",/places/wa/9MHY/?location=Sherlock,-21.100,117.800
004056,04,KANGAN,1935,1945,-21.1000,118.5167,.....,WA,..,..,..,"Unnamed location, WA ",/places/wa/9MPY/?location=Unnamed location,-21.100,118.517
004057,04,LALLA ROOKH,1917,1973,-20.8833,119.1500,.....,WA,120.0,..,..,"Unnamed location, WA ",/places/wa/9T66/?location=Unnamed location,-20.883,119.150
004058,04,LOCHNAVAR,1912,1919,-20.7000,121.0167,.....,WA,..,..,..,"Telfer, WA ",/places/wa/9V6N/?location=Telfer,-20.700,121.017
004059,04,MALLINA,1900,..,-20.8822,118.0308,GPS,WA,40.0,..,..,"Sherlock, WA ",/places/wa/9MMD/?location=Sherlock,-20.882,118.031
004060,04,MIDDLE CREEK,1904,1915,-21.8000,120.3000,.....,WA,..,..,..,"Nullagine, WA ",/places/wa/9SZ0/?location=Nullagine,-21.800,120.300
004061,04,MOUNT SATIRIST,1912,1947,-21.1000,117.9833,.....,WA,..,..,..,"Sherlock, WA ",/places/wa/9MJW/?location=Sherlock,-21.100,117.983
004062,04,MYADEE,1913,1942,-20.1000,119.7500,.....,WA,..,..,..,"Pardoo, WA ",/places/wa/9TUF/?location=Pardoo,-20.100,119.750
004063,04,POONDAWINDIE,1930,1938,-22.2000,120.2000,.....,WA,..,..,..,"Nullagine, WA ",/places/wa/9SWB/?location=Nullagine,-22.200,120.200
004064,04,POONDINIA,1913,1936,-20.4500,118.8000,.....,WA,..,..,..,"Pippingarra, WA ",/places/wa/9T8G/?location=Pippingarra,-20.450,118.800
004065,04,RPF 672 MILE,1913,1947,-22.7000,121.1000,.....,WA,..,..,..,"Unnamed location, WA ",/places/wa/9U4W/?location=Unnamed location,-22.700,121.100
004066,04,RPF 798 MILE,1913,1942,-21.2000,121.2000,.....,WA,..,..,..,"Telfer, WA ",/places/wa/9V5H/?location=Telfer,-21.200,121.200
004067,04,SHAW RIVER,1917,1942,-20.5500,119.3000,.....,WA,..,..,..,"De Grey, WA ",/places/wa/9TE1/?location=De Grey,-20.550,119.300
004068,04,WALLAL DOWNS,1897,..,-19.7789,120.6417,GPS,WA,9.0,..,..,"Eighty Mile Beach, WA ",/places/wa/9Y08/?location=Eighty Mile Beach,-19.779,120.642
004069,04,WARRAWOONA,1899,1914,-21.3000,119.8000,.....,WA,..,..,..,"Unnamed location, WA ",/places/wa/9TJ4/?location=Unnamed location,-21.300,119.800
004070,04,COONGAN HOTEL,1895,1931,-20.9000,119.7000,.....,WA,..,..,..,"Unnamed location, WA ",/places/wa/9TKD/?location=Unnamed location,-20.900,119.700
004071,04,PYRAMID 1,1885,1894,-21.0500,117.4500,.....,WA,..,..,..,"Sherlock, WA ",/places/wa/9M5R/?location=Sherlock,-21.050,117.450
004072,04,ROSEMARY ISLAND,1963,1964,-20.4833,116.5333,.....,WA,7.0,..,..,"Dampier Archipelago, WA ",/places/wa/9JX6/?location=Dampier Archipelago,-20.483,116.533
004073,04,NICOL PADDOCK,1967,1968,-20.9000,116.9167,.....,WA,..,..,..,"Cooya Pooya, WA ",/places/wa/9M34/?location=Cooya Pooya,-20.900,116.917
004074,04,GOLDSWORTHY,1966,1992,-20.3422,119.5206,.....,WA,45.0,47.0,..,"De Grey, WA ",/places/wa/9TEV/?location=De Grey,-20.342,119.521
004075,04,HARDING RIVER 1,1967,1989,-21.1389,117.0850,.....,WA,200.0,..,..,"Cooya Pooya, WA ",/places/wa/9M1V/?location=Cooya Pooya,-21.139,117.085
004076,04,HARDING RIVER 2,1967,1989,-21.1750,117.2208,.....,WA,200.0,..,..,"Millstream, WA ",/places/wa/9M4K/?location=Millstream,-21.175,117.221
004077,04,BARRAMINE,1914,1918,-20.7167,120.8500,.....,WA,..,..,..,"Unnamed location, WA ",/places/wa/9V3W/?location=Unnamed location,-20.717,120.850
