offset,price,title,odometer,body,transmission,engine
480,"$64,999*",2023 Toyota Kluger GX Auto eFour,"11,122 km",SUV,Automatic,2.5i/184kW Hybrid
480,"$27,900*",2016 Toyota Kluger GX Auto 2WD,"132,300 km",SUV,Automatic,6cyl 3.5L Petrol
480,"$65,990",2022 Toyota Kluger GX Auto eFour,"27,687 km",SUV,Automatic,2.5i/184kW Hybrid
480,"$50,950",2021 Toyota Kluger GX Auto AWD,"49,794 km",SUV,Automatic,6cyl 3.5L Petrol
480,"$45,490",2019 Toyota Kluger GXL Auto 2WD,"29,270 km",SUV,Automatic,6cyl 3.5L Petrol
480,"$34,990",2019 Toyota Kluger GX Auto 2WD,"105,586 km",SUV,Automatic,6cyl 3.5L Petrol
480,"$64,888*",2021 Toyota Kluger Grande Auto 2WD,"29,165 km",SUV,Automatic,6cyl 3.5L Petrol
492,"$37,999",2018 Toyota Kluger GX Auto 2WD,"61,588 km",SUV,Automatic,6cyl 3.5L Petrol
492,"$31,998*",2016 Toyota Kluger GXL Auto AWD,"138,486 km",SUV,Automatic,6cyl 3.5L Petrol
492,"$77,490*",2023 Toyota Kluger GXL Auto eFour,"1,500 km",SUV,Automatic,2.5i/184kW Hybrid
492,"$32,561*",2014 Toyota Kluger Grande Auto AWD,"120,424 km",SUV,Automatic,6cyl 3.5L Petrol
492,"$14,999*",2011 Toyota Kluger KX-S Auto AWD MY11,"238,610 km",SUV,Automatic,6cyl 3.5L Petrol
492,"$70,970",2021 Toyota Kluger Grande Auto eFour,"62,130 km",SUV,Automatic,2.5i/184kW Hybrid
492,"$64,700*",2022 Toyota Kluger GX Auto 2WD,"5,919 km",SUV,Automatic,6cyl 3.5L Petrol
492,"$58,990*",2021 Toyota Kluger GX Auto eFour,"38,650 km",SUV,Automatic,2.5i/184kW Hybrid
492,"$39,000*",2017 Toyota Kluger Grande Auto AWD,"113,000 km",SUV,Automatic,6cyl 3.5L Petrol
492,"$38,999*",2018 Toyota Kluger GX Auto 2WD,"58,024 km",SUV,Automatic,6cyl 3.5L Petrol
492,"$55,000*",2019 Toyota Kluger Grande Auto AWD,"13,000 km",SUV,Automatic,6cyl 3.5L Petrol
492,"$46,888*",2019 Toyota Kluger Grande Auto 2WD,"91,590 km",SUV,Automatic,6cyl 3.5L Petrol
504,"$24,995*",2012 Toyota Kluger KX-S Auto AWD MY12,"166,149 km",SUV,Automatic,6cyl 3.5L Petrol
504,"$41,970",2019 Toyota Kluger GX Auto 2WD,"51,342 km",SUV,Automatic,6cyl 3.5L Petrol
504,"$31,880*",2017 Toyota Kluger GX Auto 2WD,"112,345 km",SUV,Automatic,6cyl 3.5L Petrol
504,"$22,500*",2013 Toyota Kluger Grande Auto AWD,"193,138 km",SUV,Automatic,6cyl 3.5L Petrol
504,"$69,950",2021 Toyota Kluger GXL Auto eFour,"23,066 km",SUV,Automatic,2.5i/184kW Hybrid
504,"$47,999*",2019 Toyota Kluger GXL Auto AWD,"54,429 km",SUV,Automatic,6cyl 3.5L Petrol
504,"$53,999*",2019 Toyota Kluger Black Edition Auto AWD,"35,228 km",SUV,Automatic,6cyl 3.5L Petrol
504,"$59,888*",2021 Toyota Kluger GX Auto eFour,"39,845 km",SUV,Automatic,2.5i/184kW Hybrid
504,"$60,999",2021 Toyota Kluger GX Auto eFour,"34,277 km",SUV,Automatic,2.5i/184kW Hybrid
504,"$14,995*",2011 Toyota Kluger Grande Auto AWD MY11,"278,423 km",SUV,Automatic,6cyl 3.5L Petrol
504,"$19,999*",2014 Toyota Kluger GX Auto AWD,"158,213 km",SUV,Automatic,6cyl 3.5L Petrol
504,"$46,789*",2018 Toyota Kluger GXL Auto AWD,"78,930 km",SUV,Automatic,6cyl 3.5L Petrol
516,"$25,999*",2010 Toyota Kluger KX-S Auto 2WD,"195,000 km",SUV,Automatic,6cyl 3.5L Petrol
516,"$49,990",2019 Toyota Kluger Grande Auto AWD,"62,131 km",SUV,Automatic,6cyl 3.5L Petrol
516,"$14,800*",2010 Toyota Kluger Altitude Auto 2WD,"220,852 km",SUV,Automatic,6cyl 3.5L Petrol
516,"$53,000*",2019 Toyota Kluger Grande Auto AWD,"58,000 km",SUV,Automatic,6cyl 3.5L Petrol
516,"$41,500*",2019 Toyota Kluger GXL Auto AWD,"75,400 km",SUV,Automatic,6cyl 3.5L Petrol
516,"$20,000*",2011 Toyota Kluger KX-S Auto AWD MY11,"196,000 km",SUV,Automatic,6cyl 3.5L Petrol
516,"$16,200*",2011 Toyota Kluger KX-R Auto AWD MY11,"211,524 km",SUV,Automatic,6cyl 3.5L Petrol
516,"$19,800*",2013 Toyota Kluger KX-S Auto AWD,"223,767 km",SUV,Automatic,6cyl 3.5L Petrol
516,"$12,000*",2008 Toyota Kluger KX-S Auto 2WD,"213,000 km",SUV,Automatic,6cyl 3.5L Petrol
516,"$68,000*",2021 Toyota Kluger Grande Auto AWD,"33,000 km",SUV,Automatic,6cyl 3.5L Petrol
516,"$66,900*",2021 Toyota Kluger Grande Auto AWD,"20,400 km",SUV,Automatic,6cyl 3.5L Petrol
516,"$19,000*",2012 Toyota Kluger KX-R Auto 2WD MY12,"203,000 km",SUV,Automatic,6cyl 3.5L Petrol
528,"$45,750*",2018 Toyota Kluger GXL Auto AWD,"58,000 km",SUV,Automatic,6cyl 3.5L Petrol
528,"$45,000*",2017 Toyota Kluger Grande Auto 2WD,"56,500 km",SUV,Automatic,6cyl 3.5L Petrol
528,"$34,490*",2014 Toyota Kluger GXL Auto AWD,"77,263 km",SUV,Automatic,6cyl 3.5L Petrol
528,"$33,500*",2015 Toyota Kluger GXL Auto AWD,"123,226 km",SUV,Automatic,6cyl 3.5L Petrol
528,"$68,000*",2022 Toyota Kluger GX Auto eFour,"9,388 km",SUV,Automatic,2.5i/184kW Hybrid
528,"$38,000*",2018 Toyota Kluger GXL Auto 2WD,"101,202 km",SUV,Automatic,6cyl 3.5L Petrol
528,"$35,900*",2019 Toyota Kluger GX Auto 2WD,"93,000 km",SUV,Automatic,6cyl 3.5L Petrol
528,"$7,999*",2010 Toyota Kluger KX-S Auto 2WD MY11,"320,000 km",SUV,Automatic,6cyl 3.5L Petrol
528,"$27,000*",2015 Toyota Kluger GX Auto 2WD,"150,500 km",SUV,Automatic,6cyl 3.5L Petrol
528,"$16,000*",2011 Toyota Kluger KX-R Auto 2WD MY11,"167,850 km",SUV,Automatic,6cyl 3.5L Petrol
528,"$75,000*",2021 Toyota Kluger Grande Auto eFour,"7,500 km",SUV,Automatic,2.5i/184kW Hybrid
528,"$31,000*",2014 Toyota Kluger Grande Auto 2WD,"107,000 km",SUV,Automatic,6cyl 3.5L Petrol
540,"$25,750*",2015 Toyota Kluger GX Auto 2WD,"145,000 km",SUV,Automatic,6cyl 3.5L Petrol
540,"$14,400*",2009 Toyota Kluger Grande Auto 2WD,"289,000 km",SUV,Automatic,6cyl 3.5L Petrol
540,"$42,800*",2019 Toyota Kluger GX Auto 2WD,"33,000 km",SUV,Automatic,6cyl 3.5L Petrol
540,"$25,500*",2015 Toyota Kluger GX Auto 2WD,"163,000 km",SUV,Automatic,6cyl 3.5L Petrol
540,"$14,990*",2012 Toyota Kluger KX-R Auto 2WD MY12,"230,400 km",SUV,Automatic,6cyl 3.5L Petrol
540,"$68,000*",2022 Toyota Kluger GXL Auto eFour,"32,500 km",SUV,Automatic,2.5i/184kW Hybrid
540,"$25,800*",2014 Toyota Kluger GX Auto 2WD,"110,054 km",SUV,Automatic,6cyl 3.5L Petrol
540,"$55,000*",2019 Toyota Kluger GXL Auto 2WD,"14,000 km",SUV,Automatic,6cyl 3.5L Petrol
540,"$75,000*",2021 Toyota Kluger Grande Auto eFour,"20,000 km",SUV,Automatic,2.5i/184kW Hybrid
540,"$29,300*",2014 Toyota Kluger GXL Auto 2WD,"135,000 km",SUV,Automatic,6cyl 3.5L Petrol
540,"$18,000*",2010 Toyota Kluger KX-R Auto 2WD,"155,849 km",SUV,Automatic,6cyl 3.5L Petrol
540,"$77,000*",2021 Toyota Kluger Grande Auto eFour,"12,240 km",SUV,Automatic,2.5i/184kW Hybrid
552,"$8,900*",2009 Toyota Kluger KX-R Auto 2WD,"280,000 km",SUV,Automatic,6cyl 3.5L Petrol
552,"$72,850*",2021 Toyota Kluger Grande Auto eFour,"19,250 km",SUV,Automatic,2.5i/184kW Hybrid
552,"$28,990*",2016 Toyota Kluger GX Auto AWD,"148,000 km",SUV,Automatic,6cyl 3.5L Petrol
552,"$30,000*",2015 Toyota Kluger GXL Auto 2WD,"185,000 km",SUV,Automatic,6cyl 3.5L Petrol
552,"$46,500*",2019 Toyota Kluger GXL Auto AWD,"21,000 km",SUV,Automatic,6cyl 3.5L Petrol
552,"$12,900*",2011 Toyota Kluger KX-R Auto 2WD MY11,"249,000 km",SUV,Automatic,6cyl 3.5L Petrol
552,"$30,000*",2016 Toyota Kluger GX Auto 2WD,"91,103 km",SUV,Automatic,6cyl 3.5L Petrol
552,"$33,000*",2017 Toyota Kluger GX Auto 2WD,"84,000 km",SUV,Automatic,6cyl 3.5L Petrol
552,"$64,999*",2021 Toyota Kluger Grande Auto AWD,"61,000 km",SUV,Automatic,6cyl 3.5L Petrol
552,"$31,000*",2015 Toyota Kluger GXL Auto AWD,"117,115 km",SUV,Automatic,6cyl 3.5L Petrol
552,"$53,000*",2018 Toyota Kluger Grande Auto AWD,"68,000 km",SUV,Automatic,6cyl 3.5L Petrol
552,"$37,000*",2018 Toyota Kluger GXL Auto 2WD,"73,911 km",SUV,Automatic,6cyl 3.5L Petrol
564,"$29,000*",2016 Toyota Kluger Grande Auto AWD,"139,852 km",SUV,Automatic,6cyl 3.5L Petrol
564,"$19,000*",2012 Toyota Kluger KX-R Auto AWD MY12,"189,000 km",SUV,Automatic,6cyl 3.5L Petrol
564,"$39,999*",2017 Toyota Kluger GX Auto AWD,"71,000 km",SUV,Automatic,6cyl 3.5L Petrol
564,"$16,500*",2009 Toyota Kluger KX-S Auto AWD,"174,064 km",SUV,Automatic,6cyl 3.5L Petrol
564,"$62,500*",2022 Toyota Kluger GX Auto eFour,"8,400 km",SUV,Automatic,2.5i/184kW Hybrid
564,"$29,500*",2017 Toyota Kluger GX Auto 2WD,"161,000 km",SUV,Automatic,6cyl 3.5L Petrol
564,"$45,000*",2018 Toyota Kluger GXL Auto 2WD,"34,946 km",SUV,Automatic,6cyl 3.5L Petrol
564,"$35,000*",2017 Toyota Kluger GX Auto 2WD,"75,000 km",SUV,Automatic,6cyl 3.5L Petrol
564,"$71,500*",2021 Toyota Kluger Grande Auto eFour,"24,193 km",SUV,Automatic,2.5i/184kW Hybrid
564,"$63,850*",2022 Toyota Kluger GXL Auto eFour,"30,000 km",SUV,Automatic,2.5i/184kW Hybrid
564,"$22,000*",2014 Toyota Kluger GXL Auto 2WD,"179,300 km",SUV,Automatic,6cyl 3.5L Petrol
564,"$12,500*",2007 Toyota Kluger KX-R Auto 2WD,"250,000 km",SUV,Automatic,6cyl 3.5L Petrol
576,"$51,000*",2019 Toyota Kluger Grande Auto AWD,"64,500 km",SUV,Automatic,6cyl 3.5L Petrol
576,"$43,000*",2018 Toyota Kluger GXL Auto 2WD,"51,000 km",SUV,Automatic,6cyl 3.5L Petrol
576,"$30,990*",2014 Toyota Kluger Grande Auto AWD,"147,500 km",SUV,Automatic,6cyl 3.5L Petrol
576,"$23,000*",2011 Toyota Kluger Grande Auto AWD MY11,"157,000 km",SUV,Automatic,6cyl 3.5L Petrol
576,"$12,500*",2012 Toyota Kluger KX-R Auto 2WD MY12,"245,000 km",SUV,Automatic,6cyl 3.5L Petrol
576,"$16,000*",2009 Toyota Kluger KX-R Auto AWD,"202,000 km",SUV,Automatic,6cyl 3.5L Petrol
576,"$21,900*",2015 Toyota Kluger GX Auto 2WD,"183,197 km",SUV,Automatic,6cyl 3.5L Petrol
576,"$44,000*",2016 Toyota Kluger Grande Auto AWD,"137,000 km",SUV,Automatic,6cyl 3.5L Petrol
576,"$38,000*",2019 Toyota Kluger GX Auto 2WD,"54,000 km",SUV,Automatic,6cyl 3.5L Petrol
576,"$41,800*",2019 Toyota Kluger GX Auto AWD,"54,450 km",SUV,Automatic,6cyl 3.5L Petrol
576,"$46,500*",2019 Toyota Kluger Grande Auto AWD,"73,400 km",SUV,Automatic,6cyl 3.5L Petrol
576,"$10,000*",2008 Toyota Kluger KX-S Auto AWD,"330,000 km",SUV,Automatic,6cyl 3.5L Petrol
588,"$43,500*",2019 Toyota Kluger GX Auto 2WD,"40,000 km",SUV,Automatic,6cyl 3.5L Petrol
588,"$12,500*",2008 Toyota Kluger KX-R Auto 2WD,"168,000 km",SUV,Automatic,6cyl 3.5L Petrol
588,"$42,000*",2019 Toyota Kluger GX Auto 2WD,"80,000 km",SUV,Automatic,6cyl 3.5L Petrol
588,"$23,995*",2016 Toyota Kluger GXL Auto AWD,"231,102 km",SUV,Automatic,6cyl 3.5L Petrol
588,"$17,999*",2012 Toyota Kluger Grande Auto 2WD MY12,"215,670 km",SUV,Automatic,6cyl 3.5L Petrol
588,"$55,000*",2021 Toyota Kluger GXL Auto AWD,"78,000 km",SUV,Automatic,6cyl 3.5L Petrol
588,"$59,500*",2019 Toyota Kluger Grande Auto AWD,"45,000 km",SUV,Automatic,6cyl 3.5L Petrol
588,"$59,990",2021 Toyota Kluger GX Auto eFour,"58,851 km",SUV,Automatic,2.5i/184kW Hybrid
588,"$33,000*",2013 Toyota Kluger Grande Auto AWD,"87,470 km",SUV,Automatic,6cyl 3.5L Petrol
588,"$29,900*",2015 Toyota Kluger GX Auto 2WD,"101,000 km",SUV,Automatic,6cyl 3.5L Petrol
588,"$46,990*",2019 Toyota Kluger GXL Auto AWD,"56,050 km",SUV,Automatic,6cyl 3.5L Petrol
588,"$15,000*",2011 Toyota Kluger KX-R Auto 2WD MY11,"290,000 km",SUV,Automatic,6cyl 3.5L Petrol
600,"$78,990*",2021 Toyota Kluger Grande Auto eFour,"25,000 km",SUV,Automatic,2.5i/184kW Hybrid
600,"$8,000*",2010 Toyota Kluger KX-R Auto AWD,"277,000 km",SUV,Automatic,6cyl 3.5L Petrol
600,"$27,995*",2015 Toyota Kluger GX Auto 2WD,"143,000 km",SUV,Automatic,6cyl 3.5L Petrol
600,"$49,000*",2022 Toyota Kluger GX Auto 2WD,"9,500 km",SUV,Automatic,6cyl 3.5L Petrol
600,"$25,900*",2015 Toyota Kluger GX Auto 2WD,"120,000 km",SUV,Automatic,6cyl 3.5L Petrol
600,"$15,990*",2012 Toyota Kluger KX-R Auto AWD MY12,"215,372 km",SUV,Automatic,6cyl 3.5L Petrol
600,"$25,500*",2016 Toyota Kluger GX Auto 2WD,"151,000 km",SUV,Automatic,6cyl 3.5L Petrol
600,"$18,000*",2010 Toyota Kluger KX-S Auto 2WD,"220,000 km",SUV,Automatic,6cyl 3.5L Petrol
600,"$43,000*",2019 Toyota Kluger Grande Auto AWD,"134,000 km",SUV,Automatic,6cyl 3.5L Petrol
600,"$16,900*",2011 Toyota Kluger Grande Auto AWD MY11,"170,000 km",SUV,Automatic,6cyl 3.5L Petrol
600,"$34,700*",2018 Toyota Kluger Grande Auto AWD,"187,700 km",SUV,Automatic,6cyl 3.5L Petrol
600,"$14,800*",2007 Toyota Kluger KX-S Auto AWD,"252,059 km",SUV,Automatic,6cyl 3.5L Petrol
612,"$15,250*",2008 Toyota Kluger Grande Auto AWD,"241,150 km",SUV,Automatic,6cyl 3.5L Petrol
612,"$16,500*",2011 Toyota Kluger KX-S Auto AWD MY11,"217,000 km",SUV,Automatic,6cyl 3.5L Petrol
612,"$32,990",2017 Toyota Kluger GXL Auto 2WD,"149,161 km",SUV,Automatic,6cyl 3.5L Petrol
612,"$76,990*",2021 Toyota Kluger Grande Auto eFour,"25,976 km",SUV,Automatic,2.5i/184kW Hybrid
612,"$26,950*",2016 Toyota Kluger GX Auto AWD,"165,828 km",SUV,Automatic,6cyl 3.5L Petrol
612,"$49,990*",2021 Toyota Kluger GXL Auto 2WD,"75,030 km",SUV,Automatic,6cyl 3.5L Petrol
612,"$62,990*",2021 Toyota Kluger GXL Auto eFour,"52,004 km",SUV,Automatic,2.5i/184kW Hybrid
612,"$35,979*",2019 Toyota Kluger GXL Auto 2WD,"103,232 km",SUV,Automatic,6cyl 3.5L Petrol
612,"$36,900*",2018 Toyota Kluger GX Auto 2WD,"40,451 km",SUV,Automatic,6cyl 3.5L Petrol
612,"$11,600*",2009 Toyota Kluger KX-S Auto AWD,"210,000 km",SUV,Automatic,6cyl 3.5L Petrol
612,"$49,888*",2018 Toyota Kluger GXL Auto 2WD,"72,291 km",SUV,Automatic,6cyl 3.5L Petrol
612,"$28,990*",2014 Toyota Kluger GXL Auto AWD,"137,959 km",SUV,Automatic,6cyl 3.5L Petrol
624,"$32,400*",2016 Toyota Kluger GX Auto 2WD,"73,684 km",SUV,Automatic,6cyl 3.5L Petrol
624,"$36,490",2019 Toyota Kluger GX Auto AWD,"92,381 km",SUV,Automatic,6cyl 3.5L Petrol
624,"$69,890*",2023 Toyota Kluger GX Auto eFour,74 km,SUV,Automatic,2.5i/184kW Hybrid
624,"$42,888",2018 Toyota Kluger GXL Auto AWD,"67,560 km",SUV,Automatic,6cyl 3.5L Petrol
624,"$32,999",2019 Toyota Kluger GX Auto AWD,"130,470 km",SUV,Automatic,6cyl 3.5L Petrol
624,"$31,490*",2018 Toyota Kluger GX Auto 2WD,"110,037 km",SUV,Automatic,6cyl 3.5L Petrol
624,"$59,900*",2021 Toyota Kluger GX Auto eFour,"26,000 km",SUV,Automatic,2.5i/184kW Hybrid
624,"$56,490*",2021 Toyota Kluger GX Auto eFour,"56,355 km",SUV,Automatic,2.5i/184kW Hybrid
624,"$33,000*",2016 Toyota Kluger GXL Auto AWD,"128,000 km",SUV,Automatic,6cyl 3.5L Petrol
624,"$5,990*",2006 Toyota Kluger CV Auto AWD MY06,"208,820 km",SUV,Automatic,6cyl 3.3L Petrol
624,"$39,990*",2019 Toyota Kluger GX Auto 2WD,"23,500 km",SUV,Automatic,6cyl 3.5L Petrol
624,"$33,000*",2018 Toyota Kluger GX Auto AWD,"118,000 km",SUV,Automatic,6cyl 3.5L Petrol
636,"$58,990*",2021 Toyota Kluger GX Auto eFour,"18,987 km",SUV,Automatic,2.5i/184kW Hybrid
636,"$35,990",2019 Toyota Kluger GX Auto 2WD,"107,331 km",SUV,Automatic,6cyl 3.5L Petrol
636,"$31,000*",2016 Toyota Kluger GX Auto 2WD,"58,700 km",SUV,Automatic,6cyl 3.5L Petrol
636,"$68,888",2021 Toyota Kluger GXL Auto eFour,"41,044 km",SUV,Automatic,2.5i/184kW Hybrid
636,"$35,900*",2017 Toyota Kluger GX Auto AWD,"102,000 km",SUV,Automatic,6cyl 3.5L Petrol
636,"$59,999",2021 Toyota Kluger GX Auto eFour,"47,988 km",SUV,Automatic,2.5i/184kW Hybrid
636,"$46,999*",2018 Toyota Kluger Grande Auto 2WD,"63,000 km",SUV,Automatic,6cyl 3.5L Petrol
636,"$35,500*",2015 Toyota Kluger Grande Auto 2WD,"90,000 km",SUV,Automatic,6cyl 3.5L Petrol
636,"$30,000*",2015 Toyota Kluger Grande Auto AWD,"158,900 km",SUV,Automatic,6cyl 3.5L Petrol
636,"$58,999",2021 Toyota Kluger GX Auto eFour,"49,300 km",SUV,Automatic,2.5i/184kW Hybrid
636,"$26,000*",2015 Toyota Kluger GX Auto AWD,"136,000 km",SUV,Automatic,6cyl 3.5L Petrol
636,"$43,000*",2019 Toyota Kluger GXL Auto AWD,"106,250 km",SUV,Automatic,6cyl 3.5L Petrol
648,"$33,990*",2017 Toyota Kluger GXL Auto 2WD,"124,147 km",SUV,Automatic,6cyl 3.5L Petrol
648,"$57,888",2021 Toyota Kluger GX Auto eFour,"55,507 km",SUV,Automatic,2.5i/184kW Hybrid
648,"$27,990*",2014 Toyota Kluger GXL Auto AWD,"92,500 km",SUV,Automatic,6cyl 3.5L Petrol
648,"$41,500*",2019 Toyota Kluger GX Auto AWD,"70,466 km",SUV,Automatic,6cyl 3.5L Petrol
648,"$33,990",2017 Toyota Kluger GXL Auto 2WD,"144,002 km",SUV,Automatic,6cyl 3.5L Petrol
648,"$6,700*",2005 Toyota Kluger CVX Auto AWD,"263,768 km",SUV,Automatic,6cyl 3.3L Petrol
648,"$76,999*",2022 Toyota Kluger Grande Auto eFour,"19,500 km",SUV,Automatic,2.5i/184kW Hybrid
648,"$25,000*",2016 Toyota Kluger GX Auto 2WD,"146,724 km",SUV,Automatic,6cyl 3.5L Petrol
648,"$55,990*",2022 Toyota Kluger GX Auto eFour,"25,000 km",SUV,Automatic,2.5i/184kW Hybrid
648,"$64,500*",2021 Toyota Kluger Grande Auto 2WD,"15,499 km",SUV,Automatic,6cyl 3.5L Petrol
648,"$33,000*",2017 Toyota Kluger GX Auto 2WD,"140,000 km",SUV,Automatic,6cyl 3.5L Petrol
648,"$37,000*",2018 Toyota Kluger GXL Auto 2WD,"70,000 km",SUV,Automatic,6cyl 3.5L Petrol
660,"$37,880*",2018 Toyota Kluger GX Auto 2WD,"81,342 km",SUV,Automatic,6cyl 3.5L Petrol
660,"$32,990*",2018 Toyota Kluger GX Auto 2WD,"116,586 km",SUV,Automatic,6cyl 3.5L Petrol
660,"$47,990*",2019 Toyota Kluger Black Edition Auto AWD,"26,895 km",SUV,Automatic,6cyl 3.5L Petrol
660,"$48,980",2017 Toyota Kluger Grande Auto 2WD,"58,719 km",SUV,Automatic,6cyl 3.5L Petrol
660,"$83,555*",2021 Toyota Kluger Grande Auto eFour,"2,436 km",SUV,Automatic,2.5i/184kW Hybrid
660,"$37,990",2019 Toyota Kluger GX Auto 2WD,"68,548 km",SUV,Automatic,6cyl 3.5L Petrol
660,"$33,980",2019 Toyota Kluger GX Auto 2WD,"92,594 km",SUV,Automatic,6cyl 3.5L Petrol
660,"$28,690*",2015 Toyota Kluger GX Auto AWD,"101,786 km",SUV,Automatic,6cyl 3.5L Petrol
660,"$18,990",2011 Toyota Kluger KX-R Auto 2WD MY11,"158,010 km",SUV,Automatic,6cyl 3.5L Petrol
660,"$47,990",2019 Toyota Kluger GXL Auto AWD,"35,101 km",SUV,Automatic,6cyl 3.5L Petrol
660,"$43,990",2019 Toyota Kluger Black Edition Auto AWD,"86,210 km",SUV,Automatic,6cyl 3.5L Petrol
660,"$41,390*",2018 Toyota Kluger Grande Auto 2WD,"95,851 km",SUV,Automatic,6cyl 3.5L Petrol
672,"$33,990",2016 Toyota Kluger GXL Auto 2WD,"123,330 km",SUV,Automatic,6cyl 3.5L Petrol
672,"$27,890*",2014 Toyota Kluger GX Auto AWD,"129,070 km",SUV,Automatic,6cyl 3.5L Petrol
672,"$63,970*",2021 Toyota Kluger Grande Auto 2WD,"26,898 km",SUV,Automatic,6cyl 3.5L Petrol
672,"$49,990*",2018 Toyota Kluger Grande Auto AWD,"49,603 km",SUV,Automatic,6cyl 3.5L Petrol
672,"$43,990",2018 Toyota Kluger GXL Auto 2WD,"62,300 km",SUV,Automatic,6cyl 3.5L Petrol
672,"$23,590*",2013 Toyota Kluger Grande Auto 2WD,"142,471 km",SUV,Automatic,6cyl 3.5L Petrol
672,"$61,990",2023 Toyota Kluger GX Auto eFour,"17,642 km",SUV,Automatic,2.5i/184kW Hybrid
672,"$61,880",2021 Toyota Kluger Grande Auto 2WD,"10,888 km",SUV,Automatic,6cyl 3.5L Petrol
672,"$18,990",2011 Toyota Kluger KX-R Auto 2WD MY11,"194,786 km",SUV,Automatic,6cyl 3.5L Petrol
672,"$59,887*",2021 Toyota Kluger GX Auto eFour,"62,293 km",SUV,Automatic,2.5i/184kW Hybrid
672,"$48,000*",2019 Toyota Kluger GXL Auto AWD,"20,456 km",SUV,Automatic,6cyl 3.5L Petrol
672,"$32,990*",2015 Toyota Kluger Grande Auto AWD,"161,279 km",SUV,Automatic,6cyl 3.5L Petrol
684,"$30,999",2015 Toyota Kluger GX Auto 2WD,"69,252 km",SUV,Automatic,6cyl 3.5L Petrol
684,"$21,995",2009 Toyota Kluger KX-S Auto 2WD,"227,415 km",SUV,Automatic,6cyl 3.5L Petrol
684,"$19,999*",2010 Toyota Kluger KX-R Auto AWD MY11,"192,000 km",SUV,Automatic,6cyl 3.5L Petrol
684,"$51,990*",2018 Toyota Kluger Grande Auto AWD,"68,832 km",SUV,Automatic,6cyl 3.5L Petrol
684,"$49,990",2021 Toyota Kluger GX Auto 2WD,"44,494 km",SUV,Automatic,6cyl 3.5L Petrol
684,"$20,998*",2012 Toyota Kluger Grande Auto 2WD MY12,"187,254 km",SUV,Automatic,6cyl 3.5L Petrol
684,"$16,990",2011 Toyota Kluger KX-R Auto 2WD MY11,"171,407 km",SUV,Automatic,6cyl 3.5L Petrol
684,"$37,990",2019 Toyota Kluger GX Auto AWD,"89,866 km",SUV,Automatic,6cyl 3.5L Petrol
684,"$34,993*",2017 Toyota Kluger GX Auto AWD,"113,072 km",SUV,Automatic,6cyl 3.5L Petrol
684,"$34,990*",2015 Toyota Kluger Grande Auto AWD,"126,893 km",SUV,Automatic,6cyl 3.5L Petrol
684,"$24,880*",2015 Toyota Kluger GX Auto AWD,"167,014 km",SUV,Automatic,6cyl 3.5L Petrol
684,"$16,990*",2013 Toyota Kluger KX-R Auto AWD,"230,935 km",SUV,Automatic,6cyl 3.5L Petrol
696,"$49,990",2019 Toyota Kluger Black Edition Auto AWD,"102,491 km",SUV,Automatic,6cyl 3.5L Petrol
696,"$35,980*",2016 Toyota Kluger GX Auto AWD,"94,334 km",SUV,Automatic,6cyl 3.5L Petrol
696,"$13,989",2009 Toyota Kluger KX-S Auto 2WD,"283,996 km",SUV,Automatic,6cyl 3.5L Petrol
696,"$10,999",2010 Toyota Kluger Altitude Auto 2WD,"257,852 km",SUV,Automatic,6cyl 3.5L Petrol
696,"$41,990",2018 Toyota Kluger GXL Auto 2WD,"80,807 km",SUV,Automatic,6cyl 3.5L Petrol
696,"$35,999*",2019 Toyota Kluger GX Auto 2WD,"86,711 km",SUV,Automatic,6cyl 3.5L Petrol
696,"$14,990",2008 Toyota Kluger KX-S Auto AWD,"196,089 km",SUV,Automatic,6cyl 3.5L Petrol
696,"$76,880*",2022 Toyota Kluger Grande Auto eFour,"26,012 km",SUV,Automatic,2.5i/184kW Hybrid
696,"$57,990",2021 Toyota Kluger GX Auto eFour,"50,684 km",SUV,Automatic,2.5i/184kW Hybrid
696,"$42,990*",2018 Toyota Kluger GXL Auto 2WD,"41,886 km",SUV,Automatic,6cyl 3.5L Petrol
696,"$28,990*",2015 Toyota Kluger GX Auto 2WD,"107,992 km",SUV,Automatic,6cyl 3.5L Petrol
696,"$28,950*",2018 Toyota Kluger GX Auto 2WD,"163,457 km",SUV,Automatic,6cyl 3.5L Petrol
708,"$47,990",2021 Toyota Kluger GX Auto 2WD,"48,303 km",SUV,Automatic,6cyl 3.5L Petrol
708,"$16,988*",2013 Toyota Kluger KX-R Auto 2WD,"197,927 km",SUV,Automatic,6cyl 3.5L Petrol
708,"$66,999*",2021 Toyota Kluger Grande Auto AWD,"38,214 km",SUV,Automatic,6cyl 3.5L Petrol
708,"$58,777",2019 Toyota Kluger Grande Auto AWD,"43,775 km",SUV,Automatic,6cyl 3.5L Petrol
708,"$58,500",2022 Toyota Kluger GXL Auto 2WD,"10,266 km",SUV,Automatic,6cyl 3.5L Petrol
708,"$48,990*",2017 Toyota Kluger GXL Auto AWD,"45,161 km",SUV,Automatic,6cyl 3.5L Petrol
708,"$69,950",2021 Toyota Kluger Grande Auto AWD,"17,280 km",SUV,Automatic,6cyl 3.5L Petrol
708,"$38,787",2018 Toyota Kluger GXL Auto 2WD,"90,477 km",SUV,Automatic,6cyl 3.5L Petrol
