site,dist,site_name,start,end,lat,lon,source,state,height,bar_ht,wmo,location,path,loc_lat,loc_lon,reqs,resps,request_time,current_temp,current_temp_time,station_id,approx_distance
029186,29,MOUNT ISA AERO (AUTO EVAP),2024,..,-20.6778,139.4875,GPS,QLD,340.3,341.0,99342,"Mount Isa, QLD ",/places/qld/mount-isa/,-20.678,139.488,,,2025-03-24T20:08:10Z,24.4,5:40am,94332,NA
030018,30,GEORGETOWN POST OFFICE,1872,..,-18.2922,143.5483,GPS,QLD,291.7,..,94275,"Georgetown, QLD ",/places/qld/georgetown/,-18.292,143.548,,,2025-03-24T20:08:10Z,23.7,5:40am,94274,0.6
030022,30,HUGHENDEN AIRPORT,2001,..,-20.8192,144.2333,GPS,QLD,316.4,317.3,94343,"Hughenden, QLD ",/places/qld/SV7S/?location=Hughenden,-20.819,144.233,,,2025-03-24T20:08:10Z,23.1,5:40am,94343,2.3
030045,30,RICHMOND POST OFFICE,1889,..,-20.7289,143.1425,GPS,QLD,211.1,214.5,94340,"Richmond, QLD ",/places/qld/richmond-4822/,-20.729,143.143,,,2025-03-24T20:08:10Z,24.1,5:40am,94341,NA
030124,30,GEORGETOWN AIRPORT,2004,..,-18.3039,143.5306,GPS,QLD,301.8,302.5,94274,"Georgetown, QLD ",/places/qld/georgetown/,-18.304,143.531,,,2025-03-24T20:08:10Z,23.7,5:40am,94274,0.6
030161,30,RICHMOND AIRPORT,1998,..,-20.7001,143.1137,GPS,QLD,206.3,207.0,94341,"Richmond, QLD ",/places/qld/STQY/?location=Richmond,-20.700,143.114,,,2025-03-24T20:08:10Z,24.1,5:40am,94341,0.5
031011,31,CAIRNS AERO,1941,..,-16.8736,145.7458,GPS,QLD,2.2,2.6,94287,"Cairns, QLD ",/places/qld/cairns/,-16.874,145.746,,,2025-03-24T20:08:10Z,24.6,5:40am,94287,NA
031037,31,LOW ISLES LIGHTHOUSE,1887,..,-16.3842,145.5592,GPS,QLD,2.9,3.9,94285,"Unnamed location, QLD ",/places/qld/V01H/?location=Unnamed location,-16.384,145.559,,,2025-03-24T20:08:10Z,25.9,5:40am,94285,1.9
031108,31,WALKAMIN RESEARCH STATION,1965,..,-17.1347,145.4281,GPS,QLD,594.0,..,95284,"Walkamin, QLD ",/places/qld/walkamin/,-17.135,145.428,,,2025-03-24T20:08:10Z,21.6,5:40am,95286,8.9
031209,31,COOKTOWN AIRPORT,2000,..,-15.4461,145.1861,GPS,QLD,4.8,5.7,95283,"Cooktown, QLD ",/places/qld/cooktown/,-15.446,145.186,,,2025-03-24T20:08:10Z,25.6,5:40am,95283,1.1
031210,31,MAREEBA AIRPORT,2000,..,-17.0704,145.4293,GPS,QLD,471.9,473.1,95286,"Mareeba, QLD ",/places/qld/mareeba/,-17.070,145.429,,,2025-03-24T20:08:10Z,21.6,5:40am,95286,2.3
031213,31,CAPE FLATTERY,2003,..,-14.9672,145.3106,GPS,QLD,18.5,19.3,94188,"Lizard, QLD ",/places/qld/V101/?location=Lizard,-14.967,145.311,,,2025-03-24T20:08:10Z,26.2,5:40am,94188,NA
031222,31,CAIRNS RACECOURSE,2013,..,-16.9463,145.7474,.....,QLD,4.1,4.8,94288,"Woree, QLD ",/places/qld/woree/,-16.946,145.747,,,2025-03-24T20:08:10Z,24.2,5:40am,94288,1.6
031225,31,SMITHFIELD (CAIRNS AERO),2011,..,-16.8289,145.7088,GPS,QLD,16.0,..,99149,"Cairns, QLD ",/places/qld/cairns/,-16.829,145.709,,,2025-03-24T20:08:10Z,24.6,5:40am,94287,NA
031229,31,CAIRNS AERO (AUTO EVAP),2024,..,-16.8736,145.7458,GPS,QLD,2.2,2.6,99343,"Cairns, QLD ",/places/qld/cairns/,-16.874,145.746,,,2025-03-24T20:08:10Z,24.6,5:40am,94287,NA
032004,32,CARDWELL MARINE PDE,1871,..,-18.2544,146.0192,GPS,QLD,5.0,8.1,94292,"Cardwell, QLD ",/places/qld/cardwell/,-18.254,146.019,,,2025-03-24T20:08:10Z,23.6,5:40am,94004,47.8
032025,32,INNISFAIL,1881,..,-17.5249,146.0345,GPS,QLD,10.0,..,94291,"Innisfail, QLD ",/places/qld/innisfail/,-17.525,146.035,,,2025-03-24T20:08:10Z,24.3,5:40am,94280,6.8
032037,32,SOUTH JOHNSTONE EXP STN,1920,..,-17.6053,145.9972,GPS,QLD,18.3,18.6,95292,"Camp Creek, QLD ",/places/qld/camp-creek/,-17.605,145.997,,,2025-03-24T20:08:10Z,24.5,5:40am,95292,2.8
032040,32,TOWNSVILLE AERO,1940,..,-19.2483,146.7661,GPS,QLD,4.3,4.6,94294,"Townsville, QLD ",/places/qld/townsville/,-19.248,146.766,,,2025-03-24T20:08:10Z,24.8,5:40am,94294,2.1
032078,32,INGHAM COMPOSITE,1968,..,-18.6494,146.1769,GPS,QLD,11.8,12.5,95291,"Ingham, QLD ",/places/qld/ingham/,-18.649,146.177,,,2025-03-24T20:08:10Z,23.6,5:40am,94004,1.7
032141,32,LUCINDA POINT,1980,..,-18.5203,146.3861,GPS,QLD,10.0,10.0,94295,"Unnamed location, QLD ",/places/qld/TNUD/?location=Unnamed location,-18.520,146.386,,,2025-03-24T20:08:10Z,23.6,5:40am,94004,31.4
032182,32,CAPE FERGUSON NTC AWS,1991,..,-19.2774,147.0586,MAP 1:250 000,QLD,0.0,6.8,94297,"Cape Cleveland, QLD ",/places/qld/TNR6/?location=Cape Cleveland,-19.277,147.059,,,2025-03-24T20:08:10Z,24.8,5:40am,94294,29.8
032194,32,COWLEY BEACH (DEFENCE),2017,..,-17.6905,146.1126,SURVEY,QLD,4.3,4.8,99218,"Cowley Beach, QLD ",/places/qld/TP76/?location=Cowley Beach,-17.691,146.113,,,2025-03-24T20:08:10Z,24.8,5:40am,99218,2.6
032195,32,MOUNT STUART (DEFENCE),2017,..,-19.4082,146.7620,SURVEY,QLD,176.4,176.6,94272,"Mount Stuart, QLD ",/places/qld/TNQ0/?location=Mount Stuart,-19.408,146.762,,,2025-03-24T20:08:10Z,23.3,5:40am,94272,1.9
032196,32,TOWNSVILLE- AIR WEAPONS RANGE (DEFENCE),2017,..,-19.3048,146.2438,SURVEY,QLD,385.5,386.0,94271,"Dotswood, QLD ",/places/qld/TNK4/?location=Dotswood,-19.305,146.244,,,2025-03-24T20:08:10Z,NA,5:40am,94271,2.7
032197,32,INNISFAIL AERODROME,2016,..,-17.5581,146.0119,GPS,QLD,11.8,12.7,94280,"South Innisfail, QLD ",/places/qld/south-innisfail/,-17.558,146.012,,,2025-03-24T20:08:10Z,24.3,5:40am,94280,2.2
032200,32,INGHAM AERO,2024,..,-18.6651,146.1467,SURVEY,QLD,13.8,14.5,94004,"Ingham, QLD ",/places/qld/ingham/,-18.665,146.147,,,2025-03-24T20:08:10Z,23.6,5:40am,94004,1.7
032201,32,TOWNSVILLE AERO (AUTO EVAP),2024,..,-19.2483,146.7661,GPS,QLD,4.3,4.6,99344,"Townsville, QLD ",/places/qld/townsville/,-19.248,146.766,,,2025-03-24T20:08:10Z,24.8,5:40am,94294,2.1
033002,33,AYR DPI RESEARCH STN,1951,..,-19.6169,147.3758,GPS,QLD,17.0,..,95295,"Ayr, QLD ",/places/qld/ayr/,-19.617,147.376,,,2025-03-24T20:08:10Z,24.5,5:40am,95295,3.3
033013,33,COLLINSVILLE POST OFFICE,1939,..,-20.5533,147.8464,GPS,QLD,196.0,..,94360,"Collinsville, QLD ",/places/qld/collinsville/,-20.553,147.846,,,2025-03-24T20:08:10Z,26.3,5:40am,94383,72.3
033045,33,MACKAY AERO,1950,..,-21.1706,149.1794,GPS,QLD,5.3,5.0,95367,"Unnamed location, QLD ",/places/qld/TT0M/?location=Unnamed location,-21.171,149.179,,,2025-03-24T20:08:10Z,26.6,5:40am,95367,2.6
033106,33,HAMILTON ISLAND AIRPORT,2002,..,-20.3658,148.9536,GPS,QLD,58.7,59.4,94368,"Whitsundays, QLD ",/places/qld/TMXM/?location=Whitsundays,-20.366,148.954,,,2025-03-24T20:08:10Z,26.5,5:40am,94368,1.8
033119,33,MACKAY M.O,1959,..,-21.1172,149.2169,GPS,QLD,30.3,30.3,94367,"Mackay, QLD ",/places/qld/TT0Q/?location=Mackay,-21.117,149.217,,,2025-03-24T20:08:10Z,26.4,5:40am,94367,3.3
033195,33,WILLIAMSON,2005,..,-22.4703,150.1786,GPS,QLD,27.6,28.1,95370,"Shoalwater, QLD ",/places/qld/TSKE/?location=Shoalwater,-22.470,150.179,,,2025-03-24T20:08:11Z,24.9,5:40am,95370,3.5
033208,33,ROSSLYN BAY NTC AWS,1992,..,-23.1610,150.7901,GPS,QLD,0.0,2.6,95298,"Rosslyn, QLD ",/places/qld/rosslyn/,-23.161,150.790,,,2025-03-24T20:08:11Z,26.4,5:40am,95298,1.6
033210,33,ST LAWRENCE,2004,..,-22.3472,149.5242,GPS,QLD,9.2,9.9,95369,"St Lawrence, QLD ",/places/qld/TS3V/?location=St Lawrence,-22.347,149.524,,,2025-03-24T20:08:11Z,23.4,5:40am,95369,2.5
033247,33,PROSERPINE AIRPORT,1978,..,-20.4925,148.5550,GPS,QLD,19.7,20.3,94365,"Gunyarra, QLD ",/places/qld/gunyarra/,-20.492,148.555,,,2025-03-24T20:08:11Z,24.7,5:40am,94365,2.3
033294,33,YEPPOON THE ESPLANADE,1993,..,-23.1364,150.7506,GPS,QLD,5.5,5.8,94373,"Yeppoon, QLD ",/places/qld/yeppoon/,-23.136,150.751,,,2025-03-24T20:08:11Z,26.4,5:40am,94373,1.8
033295,33,ALVA BEACH,1997,..,-19.4569,147.4833,GPS,QLD,7.5,7.8,95296,"Alva, QLD ",/places/qld/TQ1P/?location=Alva,-19.457,147.483,,,2025-03-24T20:08:11Z,27.1,5:40am,95296,2.4
033307,33,WOOLSHED,1998,..,-19.4168,146.5362,GPS,QLD,556.0,556.5,95293,"Hervey Range, QLD ",/places/qld/TNM0/?location=Hervey Range,-19.417,146.536,,,2025-03-24T20:08:11Z,21.1,5:40am,95293,3.5
033308,33,SAMUEL HILL AERO,1997,..,-22.7433,150.6578,GPS,QLD,31.0,31.5,94370,"Shoalwater, QLD ",/places/qld/TSNT/?location=Shoalwater,-22.743,150.658,,,2025-03-24T20:08:11Z,24.5,5:40am,94370,2.5
033317,33,HAY POINT,2005,..,-21.2894,149.3008,GPS,QLD,7.0,..,99367,"Unnamed location, QLD ",/places/qld/TT0F/?location=Unnamed location,-21.289,149.301,,,2025-03-24T20:08:11Z,26.6,5:40am,95367,19.8
033324,33,WOODSTOCK,2011,..,-19.6337,146.8578,Unknown,QLD,63.5,..,95282,"Woodstock, QLD ",/places/qld/TNNE/?location=Woodstock,-19.634,146.858,,,2025-03-24T20:08:11Z,23.3,5:40am,94272,NA
033327,33,BOWEN AIRPORT AWS,2015,..,-20.0153,148.2138,SURVEY,QLD,5.9,6.4,94383,"Bowen, QLD ",/places/qld/bowen/,-20.015,148.214,,,2025-03-24T20:08:11Z,26.3,5:40am,94383,2.9
033328,33,TOWNSVILLE- FANNING RIVER (DEFENCE),2017,..,-19.7830,146.5000,SURVEY,QLD,325.8,326.3,94273,"Dotswood, QLD ",/places/qld/TNJ0/?location=Dotswood,-19.783,146.500,,,2025-03-24T20:08:11Z,22.5,5:40am,94273,2.1
033329,33,OORALEA RACECOURSE (MACKAY TURF CLUB),2016,..,-21.1700,149.1515,SURVEY,QLD,10.3,..,94352,"Erakala, QLD ",/places/qld/TT0J/?location=Erakala,-21.170,149.151,,,2025-03-24T20:08:11Z,26.7,5:40am,94352,3.1
033331,33,YEPPOON (BARMARYEE),2022,..,-23.1270,150.7010,MAP 1:10 000,QLD,40.0,40.7,94001,"Bondoola, QLD ",/places/qld/TEYT/?location=Bondoola,-23.127,150.701,,,2025-03-24T20:08:11Z,26.4,5:40am,94373,7.2
034035,34,MORANBAH AIRPORT,2012,..,-22.0644,148.0758,GPS,QLD,232.2,232.9,94397,"Unnamed location, QLD ",/places/qld/TKEE/?location=Unnamed location,-22.064,148.076,,,2025-03-24T20:08:11Z,NA,5:40am,94397,2.4
034084,34,CHARTERS TOWERS AIRPORT,1942,..,-20.0427,146.2716,GPS,QLD,289.8,291.0,94356,"Charters Towers, QLD ",/places/qld/charters-towers/,-20.043,146.272,,,2025-03-24T20:08:11Z,22.5,5:40am,94273,38.3
035065,35,SPRINGSURE COMET ST,1865,..,-24.1230,148.0856,GPS,QLD,344.5,..,95362,"Springsure, QLD ",/places/qld/springsure/,-24.123,148.086,,,2025-03-24T20:08:11Z,22.2,5:40am,94399,56.9
035069,35,TAMBO POST OFFICE,1877,..,-24.8819,146.2564,GPS,QLD,395.1,397.4,94355,"Tambo, QLD ",/places/qld/tambo/,-24.882,146.256,,,2025-03-24T20:08:11Z,20.8,5:40am,95351,99.5
035070,35,TAROOM POST OFFICE,1870,..,-25.6408,149.7958,GPS,QLD,199.0,200.4,94525,"Taroom, QLD ",/places/qld/taroom/,-25.641,149.796,,,2025-03-24T20:08:11Z,NA,NA,NA,NA
035124,35,CLERMONT AIRPORT,2010,..,-22.7756,147.6217,GPS,QLD,270.3,270.9,94395,"Clermont, QLD ",/places/qld/clermont/,-22.776,147.622,,,2025-03-24T20:08:11Z,21.3,5:40am,94395,3.3
035129,35,ROLLESTON AIRPORT,2010,..,-24.4617,148.6264,GPS,QLD,219.5,220.2,94396,"Rolleston, QLD ",/places/qld/rolleston/,-24.462,148.626,,,2025-03-24T20:08:11Z,20.6,5:40am,94396,3.1
035134,35,BLACKWATER AIRPORT,2013,..,-23.6015,148.8074,GPS,QLD,193.0,193.5,94398,"Stewarton, QLD ",/places/qld/T7WU/?location=Stewarton,-23.602,148.807,,,2025-03-24T20:08:11Z,22.4,5:40am,94398,2.6
035139,35,LOCHINGTON,2010,..,-23.9424,147.5250,GPS,QLD,267.2,267.9,94399,"Lochington, QLD ",/places/qld/T73M/?location=Lochington,-23.942,147.525,,,2025-03-24T20:08:11Z,22.2,5:40am,94399,0.9
035264,35,EMERALD AIRPORT,1981,..,-23.5694,148.1756,GPS,QLD,189.4,190.1,94363,"Emerald, QLD ",/places/qld/emerald/,-23.569,148.176,,,2025-03-24T20:08:11Z,NA,5:40am,94363,2.2
035277,35,EMERALD RADAR,2010,..,-23.5494,148.2392,SURVEY,QLD,186.6,..,99097,"Unnamed location, QLD ",/places/qld/T7SM/?location=Unnamed location,-23.549,148.239,,,2025-03-24T20:08:11Z,NA,5:40am,94363,6.6
036007,36,BARCALDINE POST OFFICE,1886,..,-23.5544,145.2883,GPS,QLD,266.9,..,94350,"Barcaldine, QLD ",/places/qld/barcaldine/,-23.554,145.288,,,2025-03-24T20:08:11Z,20.8,5:40am,95351,98.6
036026,36,ISISFORD POST OFFICE,1885,..,-24.2591,144.4406,GPS,QLD,203.0,..,94345,"Isisford, QLD ",/places/qld/isisford/,-24.259,144.441,,,2025-03-24T20:08:11Z,28.5,5:40am,94346,91.2
036031,36,LONGREACH AERO,1949,..,-23.4397,144.2828,GPS,QLD,192.2,192.5,94346,"Longreach, QLD ",/places/qld/longreach/,-23.440,144.283,,,2025-03-24T20:08:11Z,28.5,5:40am,94346,2.2
036034,36,BLACKALL AIRPORT,2001,..,-24.4303,145.4306,GPS,QLD,281.3,282.0,95351,"Blackall, QLD ",/places/qld/T50E/?location=Blackall,-24.430,145.431,,,2025-03-24T20:08:11Z,20.8,5:40am,95351,2.2
036174,36,LONGREACH AERO (AUTO EVAP),2024,..,-23.4397,144.2828,GPS,QLD,192.2,192.5,99345,"Longreach, QLD ",/places/qld/longreach/,-23.440,144.283,,,2025-03-24T20:08:11Z,28.5,5:40am,94346,2.2
037010,37,CAMOOWEAL TOWNSHIP,1891,..,-19.9225,138.1214,GPS,QLD,231.2,231.5,94255,"Camooweal, QLD ",/places/qld/camooweal/,-19.922,138.121,,,2025-03-24T20:08:11Z,22.6,5:40am,94255,3.3
037034,37,THE MONUMENT AIRPORT,2000,..,-21.8125,139.9267,GPS,QLD,288.4,289.1,94336,"Selwyn, QLD ",/places/qld/SKC8/?location=Selwyn,-21.812,139.927,,,2025-03-24T20:08:11Z,22.9,5:40am,94336,2.7
037036,37,TREPELL AIRPORT,2001,..,-21.8400,140.8925,GPS,QLD,266.2,267.1,94338,"Mckinlay, QLD ",/places/qld/SKTX/?location=Mckinlay,-21.840,140.893,,,2025-03-24T20:08:11Z,NA,5:40am,94338,1.5
037039,37,WINTON AIRPORT,2002,..,-22.3617,143.0836,GPS,QLD,192.2,193.2,94342,"Winton, QLD ",/places/qld/SSQV/?location=Winton,-22.362,143.084,,,2025-03-24T20:08:11Z,NA,5:40am,94342,2.9
037053,37,CARTERS BORE,2014,..,-20.9358,139.2964,GPS,QLD,396.0,..,94347,"Unnamed location, QLD ",/places/qld/SJQC/?location=Unnamed location,-20.936,139.296,,,2025-03-24T20:08:11Z,23.2,5:32am,94347,1.6
037058,37,URANDANGI AERODROME,2012,..,-21.5979,138.3665,GPS,QLD,178.6,179.4,94344,"Piturie, QLD ",/places/qld/SHFU/?location=Piturie,-21.598,138.367,,,2025-03-24T20:08:11Z,22.4,5:40am,94344,2.8
037059,37,NEW MAY DOWNS,2013,..,-20.5900,139.3411,GPS,QLD,392.0,..,94349,"Unnamed location, QLD ",/places/qld/SJX0/?location=Unnamed location,-20.590,139.341,,,2025-03-24T20:08:11Z,23.7,5:40am,94349,1.6
038000,38,BEDOURIE,1932,..,-24.3597,139.4714,GPS,QLD,91.4,91.2,94334,"Bedourie, QLD ",/places/qld/bedourie/,-24.360,139.471,,,2025-03-24T20:08:11Z,NA,NA,NA,NA
038002,38,BIRDSVILLE POLICE STATION,1892,..,-25.9003,139.3492,GPS,QLD,37.0,47.5,94482,"Birdsville, QLD ",/places/qld/birdsville/,-25.900,139.349,,,2025-03-24T20:08:11Z,22.1,5:40am,95482,0.6
038003,38,BOULIA AIRPORT,1886,..,-22.9117,139.9039,GPS,QLD,161.8,158.3,94333,"Boulia, QLD ",/places/qld/boulia/,-22.912,139.904,,,2025-03-24T20:08:11Z,NA,NA,NA,NA
038026,38,BIRDSVILLE AIRPORT,2000,..,-25.8975,139.3472,GPS,QLD,46.6,47.0,95482,"Birdsville, QLD ",/places/qld/birdsville/,-25.898,139.347,,,2025-03-24T20:08:11Z,22.1,5:40am,95482,0.6
038076,38,WINDORAH AIRPORT,2016,..,-25.4117,142.6647,GPS,QLD,132.2,133.0,94489,"Windorah, QLD ",/places/qld/SDT0/?location=Windorah,-25.412,142.665,,,2025-03-24T20:08:11Z,21.6,5:40am,94489,NA
039059,39,LADY ELLIOT ISLAND,1939,..,-24.1116,152.7161,GPS,QLD,3.6,4.2,94388,"Unnamed location, QLD ",/places/qld/TGR4/?location=Unnamed location,-24.112,152.716,,,2025-03-24T20:08:11Z,25.7,5:39am,94388,1.5
039066,39,GAYNDAH AIRPORT,2003,..,-25.6167,151.6156,GPS,QLD,110.9,111.6,95543,"Unnamed location, QLD ",/places/qld/TF6S/?location=Unnamed location,-25.617,151.616,,,2025-03-24T20:08:11Z,22.1,5:40am,95543,2.7
039083,39,ROCKHAMPTON AERO,1939,..,-23.3753,150.4775,GPS,QLD,10.4,10.5,94374,"Rockhampton, QLD ",/places/qld/rockhampton/,-23.375,150.477,,,2025-03-24T20:08:11Z,NA,5:40am,94374,3.8
039085,39,SANDY CAPE LIGHTHOUSE,1871,..,-24.7297,153.2083,SURVEY,QLD,99.1,100.9,94390,"K'gari, QLD ",/places/qld/W4CJ/?location=K'gari,-24.730,153.208,,,2025-03-24T20:08:11Z,24.7,5:40am,95565,70.6
039089,39,THANGOOL AIRPORT,1929,..,-24.4935,150.5709,SURVEY,QLD,193.1,193.8,94376,"Thangool, QLD ",/places/qld/thangool/,-24.494,150.571,,,2025-03-24T20:08:11Z,21.8,5:40am,94376,1.1
039104,39,MONTO TOWNSHIP,1930,..,-24.8642,151.1247,GPS,QLD,239.0,250.5,94377,"Monto, QLD ",/places/qld/monto/,-24.864,151.125,,,2025-03-24T20:08:11Z,21.8,5:40am,94376,66.5
039122,39,HERON ISLAND RES STN,1956,..,-23.4417,151.9125,GPS,QLD,3.3,5.7,94386,"Unnamed location, QLD ",/places/qld/TGEZ/?location=Unnamed location,-23.442,151.912,,,2025-03-24T20:08:11Z,26.2,5:40am,94378,67.6
039123,39,GLADSTONE RADAR,1957,..,-23.8553,151.2628,GPS,QLD,74.5,75.2,94380,"Gladstone Harbour, QLD ",/places/qld/TG3P/?location=Gladstone Harbour,-23.855,151.263,,,2025-03-24T20:08:11Z,23.9,5:40am,94380,1.6
039128,39,BUNDABERG AERO,1942,..,-24.9069,152.3230,SURVEY,QLD,30.8,31.5,94387,"Bundaberg, QLD ",/places/qld/bundaberg/,-24.907,152.323,,,2025-03-24T20:08:11Z,23.3,5:40am,94387,2.9
039314,39,SEVENTEEN SEVENTY,1986,..,-24.1568,151.8889,GPS,QLD,41.0,38.4,94384,"Seventeen Seventy, QLD ",/places/qld/seventeen-seventy/,-24.157,151.889,,,2025-03-24T20:08:11Z,23.9,5:40am,94380,70.2
039322,39,RUNDLE ISLAND,1994,..,-23.5322,151.2771,GPS,QLD,19.8,20.4,94378,"Unnamed location, QLD ",/places/qld/TG9J/?location=Unnamed location,-23.532,151.277,,,2025-03-24T20:08:11Z,26.2,5:40am,94378,NA
039326,39,GLADSTONE AIRPORT,1993,..,-23.8697,151.2214,GPS,QLD,16.6,16.9,94381,"Gladstone, QLD ",/places/qld/gladstone/,-23.870,151.221,,,2025-03-24T20:08:11Z,NA,5:40am,94381,2.2
039356,39,ROCKHAMPTON AERO (AUTO EVAP),2024,..,-23.3753,150.4775,GPS,QLD,10.4,10.5,99346,"Rockhampton, QLD ",/places/qld/rockhampton/,-23.375,150.477,,,2025-03-24T20:08:11Z,NA,5:40am,94374,3.8
040004,40,AMBERLEY AMO,1941,..,-27.6297,152.7111,GPS,QLD,24.2,24.9,94568,"Amberley, QLD ",/places/qld/amberley/,-27.630,152.711,,,2025-03-24T20:08:11Z,20.9,5:40am,94568,2.3
040043,40,CAPE MORETON LIGHTHOUSE,1869,..,-27.0314,153.4661,GPS,QLD,99.9,100.8,94594,"Moreton Island, QLD ",/places/qld/W16R/?location=Moreton Island,-27.031,153.466,,,2025-03-24T20:08:11Z,NA,5:40am,94594,2.7
040068,40,DOUBLE ISLAND POINT LIGHTHOUSE,1891,..,-25.9319,153.1906,GPS,QLD,95.6,95.7,94584,"Cooloola, QLD ",/places/qld/W41J/?location=Cooloola,-25.932,153.191,,,2025-03-24T20:08:11Z,23.6,5:40am,94584,2.1
040082,40,UNIVERSITY OF QUEENSLAND GATTON,1897,..,-27.5436,152.3375,GPS,QLD,89.0,..,94562,"Gatton, QLD ",/places/qld/TCJT/?location=Gatton,-27.544,152.338,,,2025-03-24T20:08:11Z,20.3,5:40am,94562,1.5
040093,40,GYMPIE,1870,..,-26.1831,152.6414,GPS,QLD,64.5,65.0,94566,"Gympie, QLD ",/places/qld/gympie/,-26.183,152.641,,,2025-03-24T20:08:11Z,21.1,5:00am,99113,NA
040126,40,MARYBOROUGH,1870,..,-25.5132,152.7152,SURVEY,QLD,9.0,9.6,94567,"Maryborough, QLD ",/places/qld/maryborough/,-25.513,152.715,,,2025-03-24T20:08:11Z,21.6,5:40am,94567,1.6
040209,40,POINT LOOKOUT,1997,..,-27.4361,153.5456,GPS,QLD,41.0,..,94593,"North Stradbroke Island, QLD ",/places/qld/W14X/?location=North Stradbroke Island,-27.436,153.546,,,2025-03-24T20:08:11Z,22.9,5:40am,94561,31.7
040211,40,ARCHERFIELD AIRPORT,1929,..,-27.5716,153.0071,GPS,QLD,12.5,13.0,94575,"Rocklea, QLD ",/places/qld/rocklea/,-27.572,153.007,,,2025-03-24T20:08:11Z,21.4,5:39am,94575,2.4
040284,40,BEERBURRUM FOREST STATION,1898,..,-26.9586,152.9619,GPS,QLD,48.0,..,95566,"Beerburrum, QLD ",/places/qld/beerburrum/,-26.959,152.962,,,2025-03-24T20:08:11Z,21.2,5:40am,95566,1.7
040405,40,HERVEY BAY AIRPORT,1999,..,-25.3220,152.8817,GPS,QLD,13.0,13.0,95565,"Hervey Bay, QLD ",/places/qld/hervey-bay/,-25.322,152.882,,,2025-03-24T20:08:11Z,24.7,5:40am,95565,2.5
040625,40,MOUNT KANIGAN RADAR,1975,..,-25.9575,152.5769,GPS,QLD,336.0,..,99088,"Kanigan, QLD ",/places/qld/kanigan/,-25.957,152.577,,,2025-03-24T20:08:11Z,NA,5:40am,94566,26.4
040717,40,COOLANGATTA,1982,..,-28.1681,153.5053,GPS,QLD,4.0,4.7,94592,"Coolangatta, QLD ",/places/qld/coolangatta/,-28.168,153.505,,,2025-03-24T20:08:11Z,NA,5:40am,94592,2.9
040764,40,GOLD COAST SEAWAY,1987,..,-27.9390,153.4283,GPS,QLD,3.0,4.2,94580,"Gold Coast Seaway, QLD ",/places/qld/gold-coast-seaway/,-27.939,153.428,,,2025-03-24T20:08:11Z,24.7,5:40am,94580,1.3
040842,40,BRISBANE AERO,1992,..,-27.3917,153.1292,GPS,QLD,4.5,9.5,94578,"Brisbane Airport, QLD ",/places/qld/brisbane-airport/,-27.392,153.129,,,2025-03-24T20:08:11Z,24.4,5:40am,94578,NA
040854,40,LOGAN CITY WATER TREATMENT PLANT,1992,..,-27.6841,153.1981,GPS,QLD,10.0,..,95581,"Logan Central, QLD ",/places/qld/W114/?location=Logan Central,-27.684,153.198,,,2025-03-24T20:08:11Z,22.9,5:40am,94561,18.2
040856,40,RAINBOW BEACH,1992,..,-25.9007,153.0891,GPS,QLD,14.4,15.6,94564,"Rainbow Beach, QLD ",/places/qld/rainbow-beach/,-25.901,153.089,,,2025-03-24T20:08:11Z,23.5,5:37am,94420,10.9
040861,40,SUNSHINE COAST AIRPORT,1994,..,-26.5990,153.0912,SURVEY,QLD,3.4,3.7,94569,"Marcoola, QLD ",/places/qld/marcoola/,-26.599,153.091,,,2025-03-24T20:08:11Z,25.1,5:40am,94569,2.5
040908,40,TEWANTIN RSL PARK,1995,..,-26.3911,153.0403,.....,QLD,6.4,7.5,94570,"Noosa Heads, QLD ",/places/qld/noosa-heads/,-26.391,153.040,,,2025-03-24T20:08:11Z,22.6,5:40am,94570,2.8
040913,40,BRISBANE,1999,..,-27.4808,153.0389,GPS,QLD,8.1,8.3,94576,"Brisbane, QLD ",/places/qld/brisbane/,-27.481,153.039,,,2025-03-24T20:08:11Z,21.5,5:40am,94576,3.5
040922,40,KINGAROY AIRPORT,2001,..,-26.5737,151.8398,GPS,QLD,433.7,434.5,94549,"Kingaroy, QLD ",/places/qld/kingaroy/,-26.574,151.840,,,2025-03-24T20:08:11Z,19.1,5:40am,94549,3.7
040925,40,BANANA BANK NORTH BEACON,2002,..,-27.5327,153.3333,GPS,QLD,7.0,..,94591,"Moreton Bay, QLD ",/places/qld/W11T/?location=Moreton Bay,-27.533,153.333,,,2025-03-24T20:08:11Z,22.9,5:40am,94561,6.5
040926,40,INNER RECIPROCAL MARKER,2002,..,-27.2633,153.2419,GPS,QLD,10.0,..,94590,"Unnamed location, QLD ",/places/qld/W137/?location=Unnamed location,-27.263,153.242,,,2025-03-24T20:08:12Z,24.6,5:40am,95591,15.6
040927,40,SPITFIRE CHANNEL BEACON,2002,..,-27.0481,153.2664,GPS,QLD,7.0,..,94581,"Unnamed location, QLD ",/places/qld/W13R/?location=Unnamed location,-27.048,153.266,,,2025-03-24T20:08:12Z,24.5,5:20am,99082,9.1
040958,40,REDCLIFFE,2003,..,-27.2169,153.0922,GPS,QLD,12.6,13.1,95591,"Redcliffe, QLD ",/places/qld/redcliffe/,-27.217,153.092,,,2025-03-24T20:08:12Z,24.6,5:40am,95591,3.2
