site,dist,site_name,start,end,lat,lon,source,state,height,bar_ht,wmo,location,path,loc_lat,loc_lon,reqs,resps,request_time,current_temp,current_temp_time,station_id,approx_distance
010092,10,MERREDIN,1903,..,-31.4756,118.2789,GPS,WA,315.0,..,95624,"Merredin, WA ",/places/wa/merredin/,-31.476,118.279,,,2025-03-24T20:08:07Z,NA,NA,NA,NA
010111,10,NORTHAM,1877,..,-31.6508,116.6586,GPS,WA,170.0,..,94621,"Northam, WA ",/places/wa/northam/,-31.651,116.659,,,2025-03-24T20:08:08Z,25.1,3:20am,99457,34.9
010286,10,CUNDERDIN AIRFIELD,1942,..,-31.6219,117.2217,GPS,WA,216.7,217.2,95625,"Cunderdin, WA ",/places/wa/3QDK/?location=Cunderdin,-31.622,117.222,,,2025-03-24T20:08:08Z,21.2,3:50am,95625,2.6
010311,10,YORK,1996,..,-31.8997,116.7650,GPS,WA,179.0,199.1,94623,"Balladong, WA ",/places/wa/balladong/,-31.900,116.765,,,2025-03-24T20:08:08Z,25.1,3:20am,99457,9.1
010515,10A,BEVERLEY,1886,..,-32.1083,116.9247,GPS,WA,199.0,..,95615,"Beverley, WA ",/places/wa/beverley/,-32.108,116.925,,,2025-03-24T20:08:08Z,25.1,3:20am,99457,27.7
010524,10A,BROOKTON,1908,..,-32.3728,117.0086,GPS,WA,250.0,..,94625,"Brookton, WA ",/places/wa/brookton/,-32.373,117.009,,,2025-03-24T20:08:08Z,14.8,3:50am,95640,46.9
010536,10A,CORRIGIN,1910,..,-32.3292,117.8733,GPS,WA,295.0,296.3,94633,"Corrigin, WA ",/places/wa/corrigin/,-32.329,117.873,,,2025-03-24T20:08:08Z,19.9,3:50am,95637,99.4
010568,10A,HYDEN,1928,..,-32.4419,118.8983,GPS,WA,299.0,..,95627,"Hyden, WA ",/places/wa/3W17/?location=Hyden,-32.442,118.898,,,2025-03-24T20:08:08Z,18.1,3:50am,94628,73.9
010612,10A,NAREMBEEN,1927,..,-32.0656,118.3956,GPS,WA,276.0,..,95626,"Wadderin, WA ",/places/wa/3QR7/?location=Wadderin,-32.066,118.396,,,2025-03-24T20:08:08Z,NA,NA,NA,NA
010614,10A,NARROGIN,1891,..,-32.9342,117.1797,GPS,WA,338.0,..,94627,"Narrogin, WA ",/places/wa/narrogin/,-32.934,117.180,,,2025-03-24T20:08:08Z,14.8,3:50am,95640,56.1
010622,10A,ONGERUP,1914,..,-33.9634,118.4788,GPS,WA,286.0,288.0,95628,"Mindarabin, WA ",/places/wa/3MPT/?location=Mindarabin,-33.963,118.479,,,2025-03-24T20:08:08Z,17.8,3:50am,95636,58.1
010626,10A,PINGELLY,1891,..,-32.5336,117.0831,GPS,WA,297.0,..,95616,"East Pingelly, WA ",/places/wa/3Q1C/?location=East Pingelly,-32.534,117.083,,,2025-03-24T20:08:08Z,14.8,3:50am,95640,43.6
010633,10A,RAVENSTHORPE,1901,..,-33.5803,120.0458,GPS,WA,232.0,234.0,94636,"Ravensthorpe, WA ",/places/wa/ravensthorpe/,-33.580,120.046,,,2025-03-24T20:08:08Z,21.6,3:50am,95635,37.8
010647,10A,WAGIN,1891,..,-33.3075,117.3403,GPS,WA,256.0,..,95618,"Wagin, WA ",/places/wa/wagin/,-33.307,117.340,,,2025-03-24T20:08:08Z,15.3,3:50am,94641,NA
010692,10A,NEWDEGATE RESEARCH STATION,1954,..,-33.1129,118.8400,GPS,WA,320.0,321.0,94628,"Mallee Hill, WA ",/places/wa/3T9N/?location=Mallee Hill,-33.113,118.840,,,2025-03-24T20:08:08Z,18.1,3:50am,94628,1.4
010905,10A,JACUP,1993,..,-33.8878,119.1092,GPS,WA,305.0,306.0,95636,"Jerramungup, WA ",/places/wa/3T4N/?location=Jerramungup,-33.888,119.109,,,2025-03-24T20:08:08Z,17.8,3:50am,95636,NA
010911,10A,LAKE GRACE,1997,..,-33.1006,118.4647,GPS,WA,286.0,286.5,95637,"Lake Grace, WA ",/places/wa/lake-grace/,-33.101,118.465,,,2025-03-24T20:08:08Z,19.9,3:50am,95637,1.8
010916,10A,KATANNING,1999,..,-33.6856,117.6064,GPS,WA,320.0,321.0,94641,"Unnamed location, WA ",/places/wa/3M7F/?location=Unnamed location,-33.686,117.606,,,2025-03-24T20:08:08Z,15.3,3:50am,94641,2.2
010917,10A,WANDERING,1998,..,-32.6722,116.6706,GPS,WA,275.0,275.5,95640,"Wandering, WA ",/places/wa/3MBP/?location=Wandering,-32.672,116.671,,,2025-03-24T20:08:08Z,14.8,3:50am,95640,3.4
011003,11,EUCLA,1876,..,-31.6797,128.8958,GPS,WA,93.1,93.6,94647,"Unnamed location, WA ",/places/wa/6YE6/?location=Unnamed location,-31.680,128.896,,,2025-03-24T20:08:08Z,19.6,3:50am,94647,3.1
011019,11,EYRE,1885,..,-32.2464,126.3008,GPS,WA,5.6,6.1,94645,"Cocklebiddy, WA ",/places/wa/6W0R/?location=Cocklebiddy,-32.246,126.301,,,2025-03-24T20:08:08Z,NA,NA,NA,NA
011023,11,CAIGUNA ASA,1962,..,-32.2653,125.4894,GPS,WA,109.0,110.0,95645,"Caiguna, WA ",/places/wa/6QHZ/?location=Caiguna,-32.265,125.489,,,2025-03-24T20:08:08Z,NA,NA,NA,NA
011052,11,FORREST,1993,..,-30.8453,128.1092,GPS,WA,159.0,160.0,95646,"Forrest, WA ",/places/wa/forrest/,-30.845,128.109,,,2025-03-24T20:08:08Z,15.8,3:50am,95646,2.5
011053,11,RED ROCKS POINT,1999,..,-32.2028,127.5297,GPS,WA,3.1,3.6,94644,"Madura, WA ",/places/wa/6WM8/?location=Madura,-32.203,127.530,,,2025-03-24T20:08:08Z,20.7,3:50am,94644,1.6
012009,12,NORSEMAN AERO,1999,..,-32.2147,121.7547,GPS,WA,262.5,263.0,95642,"Norseman, WA ",/places/wa/norseman/,-32.215,121.755,,,2025-03-24T20:08:08Z,16.9,3:50am,95642,1.8
012038,12,KALGOORLIE-BOULDER AIRPORT,1939,..,-30.7847,121.4533,GPS,WA,365.3,366.0,94637,"Yilkari, WA ",/places/wa/yilkari/,-30.785,121.453,,,2025-03-24T20:08:08Z,18.4,3:50am,94637,NA
012044,12,MUNGLINUP WEST,2002,..,-33.5547,120.6997,GPS,WA,220.0,220.5,95644,"Munglinup, WA ",/places/wa/3V2V/?location=Munglinup,-33.555,120.700,,,2025-03-24T20:08:08Z,18.7,3:50am,95644,NA
012071,12,SALMON GUMS RES.STN.,1932,..,-32.9869,121.6239,GPS,WA,249.0,..,95639,"Salmon Gums, WA ",/places/wa/salmon-gums/,-32.987,121.624,,,2025-03-24T20:08:08Z,15.5,3:50am,95639,2.4
012090,12,YEELIRRIE,1928,..,-27.2842,120.0931,GPS,WA,487.0,488.0,94440,"Sir Samuel, WA ",/places/wa/99Q6/?location=Sir Samuel,-27.284,120.093,,,2025-03-24T20:08:08Z,21.9,3:50am,99434,45.6
012239,12,BULGA DOWNS,1924,..,-28.4967,119.7436,GPS,WA,438.5,440.0,94444,"Sandstone, WA ",/places/wa/98SF/?location=Sandstone,-28.497,119.744,,,2025-03-24T20:08:08Z,NA,NA,NA,NA
012241,12,LEONORA AERO,2007,..,-28.8789,121.3186,GPS,WA,370.0,370.9,94450,"Leonora, WA ",/places/wa/leonora/,-28.879,121.319,,,2025-03-24T20:08:08Z,20.7,3:50am,94450,3.5
012305,12,LAVERTON AERO,1991,..,-28.6133,122.4236,GPS,WA,464.3,464.8,94449,"Laverton, WA ",/places/wa/laverton/,-28.613,122.424,,,2025-03-24T20:08:08Z,22.9,3:50am,94449,1.5
012314,12,LEINSTER AERO,1994,..,-27.8386,120.7031,GPS,WA,497.0,498.0,95448,"Unnamed location, WA ",/places/wa/9BBZ/?location=Unnamed location,-27.839,120.703,,,2025-03-24T20:08:08Z,21.9,3:50am,95448,1.8
012320,12,SOUTHERN CROSS AIRFIELD,1996,..,-31.2353,119.3564,GPS,WA,347.4,347.9,95634,"Unnamed location, WA ",/places/wa/3WG7/?location=Unnamed location,-31.235,119.356,,,2025-03-24T20:08:08Z,NA,3:50am,95634,2.6
012323,12,KALGOORLIE-BOULDER AIRPORT (AUTO EVAP),2024,..,-30.7847,121.4533,GPS,WA,365.3,366.0,99299,"Yilkari, WA ",/places/wa/yilkari/,-30.785,121.453,,,2025-03-24T20:08:08Z,18.4,3:50am,94637,NA
013011,13,WARBURTON AIRFIELD,1940,..,-26.1317,126.5839,GPS,WA,459.0,459.5,94457,"Warburton, WA ",/places/wa/warburton/,-26.132,126.584,,,2025-03-24T20:08:08Z,22.5,3:50am,94457,2.2
013015,13,CARNEGIE,1942,..,-25.7964,122.9753,GPS,WA,448.0,449.0,94451,"Lake Carnegie, WA ",/places/wa/D462/?location=Lake Carnegie,-25.796,122.975,,,2025-03-24T20:08:08Z,NA,NA,NA,NA
013017,13,GILES METEOROLOGICAL OFFICE,1956,..,-25.0341,128.3010,GPS,WA,598.0,599.0,94461,"Ngaanyatjarra-Giles, WA ",/places/wa/DF8Z/?location=Ngaanyatjarra-Giles,-25.034,128.301,,,2025-03-24T20:08:08Z,19.5,3:50am,94461,2.8
013030,13,TELFER AERO,1974,..,-21.7125,122.2281,GPS,WA,291.9,292.5,94319,"Telfer, WA ",/places/wa/telfer/,-21.712,122.228,,,2025-03-24T20:08:08Z,24.8,3:50am,94319,1.9
013044,13,WILUNA AERO,2017,..,-26.6273,120.2195,GPS,WA,502.4,503.1,95439,"Wiluna, WA ",/places/wa/99WZ/?location=Wiluna,-26.627,120.219,,,2025-03-24T20:08:08Z,NA,3:50am,95439,2.6
013045,13,BALGO HILLS ASA,2012,..,-20.1350,127.9892,Unknown,WA,421.1,422.6,94315,"Tanami, WA ",/places/wa/DTZ3/?location=Tanami,-20.135,127.989,,,2025-03-24T20:08:08Z,NA,NA,NA,NA
014003,14GA,DARWIN PROFILER 050MHZ,1980,..,-12.4444,130.9542,.....,NT,35.0,..,99101,"Knuckey Lagoon, NT ",/places/nt/G4EG/?location=Knuckey Lagoon,-12.444,130.954,,,2025-03-24T20:08:08Z,27.1,5:20am,94000,1.4
014004,14GA,BERRIMAH RADAR,1998,..,-12.4600,130.9300,.....,NT,50.0,..,99091,"Knuckey Lagoon, NT ",/places/nt/G4EG/?location=Knuckey Lagoon,-12.460,130.930,,,2025-03-24T20:08:08Z,27.1,5:20am,94000,1.4
014015,14GA,DARWIN AIRPORT,1941,..,-12.4239,130.8925,SURVEY,NT,30.4,31.3,94120,"Darwin, NT ",/places/nt/G4ES/?location=Darwin,-12.424,130.893,,,2025-03-24T20:08:08Z,27.9,5:20am,94120,2.8
014031,14GA,CHARLES POINT,1996,..,-12.3895,130.6306,GPS,NT,14.0,15.5,99510,"Cox Peninsula, NT ",/places/nt/G4DS/?location=Cox Peninsula,-12.389,130.631,,,2025-03-24T20:08:08Z,29.1,5:20am,99510,2.2
014041,14GA,MIDDLE POINT,2001,..,-12.6050,131.2988,GPS,NT,14.1,15.4,95121,"Humpty Doo, NT ",/places/nt/G4T2/?location=Humpty Doo,-12.605,131.299,,,2025-03-24T20:08:08Z,25.7,5:20am,95121,0.7
014064,14GA,DARWIN PROFILER 920MHZ,2003,..,-12.4437,130.9553,GPS,NT,35.0,..,99102,"Knuckey Lagoon, NT ",/places/nt/G4EG/?location=Knuckey Lagoon,-12.444,130.955,,,2025-03-24T20:08:08Z,27.1,5:20am,94000,1.4
014072,14GA,DARWIN NTC AWS,1990,..,-12.4719,130.8458,MAP 1:250 000,NT,0.0,1.3,95122,"Darwin Harbour, NT ",/places/nt/G4E7/?location=Darwin Harbour,-12.472,130.846,,,2025-03-24T20:08:08Z,28.6,5:20am,94002,4.4
014142,14GA,PIRLANGIMPI AIRPORT,1963,..,-11.4021,130.4217,GPS,NT,18.3,19.3,94119,"Pirlangimpi, NT ",/places/nt/pirlangimpi/,-11.402,130.422,,,2025-03-24T20:08:08Z,NA,5:20am,94119,1.4
014153,14GA,BLACK POINT,1965,..,-11.1538,132.1430,GPS,NT,5.0,10.0,94134,"Black Point, NT ",/places/nt/black-point/,-11.154,132.143,,,2025-03-24T20:08:08Z,28.8,5:20am,94135,92.5
014198,14GA,JABIRU AIRPORT,1984,..,-12.6592,132.8940,GPS,NT,26.5,28.0,94137,"Jabiru, NT ",/places/nt/G6KP/?location=Jabiru,-12.659,132.894,,,2025-03-24T20:08:08Z,24.9,5:20am,94137,2.3
014253,14GA,CHANNEL POINT,1990,..,-13.1672,130.1226,GPS,NT,3.0,4.0,94121,"Channel Point, NT ",/places/nt/channel-point/,-13.167,130.123,,,2025-03-24T20:08:08Z,28.8,5:20am,94116,63.9
014272,14GA,BATCHELOR AIRPORT,1992,..,-13.0544,131.0252,GPS,NT,104.0,105.0,94125,"Batchelor, NT ",/places/nt/batchelor/,-13.054,131.025,,,2025-03-24T20:08:08Z,25.4,5:20am,94125,2.2
014274,14GA,MCCLUER ISLAND,1993,..,-11.0468,132.9791,GPS,NT,1.4,2.4,94135,"West Arnhem, NT ",/places/nt/G7KR/?location=West Arnhem,-11.047,132.979,,,2025-03-24T20:08:08Z,28.8,5:20am,94135,0.8
014277,14GA,DUM IN MIRRIE AIRSTRIP,1994,..,-12.6350,130.3725,GPS,NT,3.5,4.2,94116,"Beagle Gulf, NT ",/places/nt/G43R/?location=Beagle Gulf,-12.635,130.373,,,2025-03-24T20:08:08Z,28.8,5:20am,94116,NA
014299,14DE,NGUKURR AIRPORT,2012,..,-14.7236,134.7456,MAP 1:250 000,NT,14.5,16.0,94106,"Wilton, NT ",/places/nt/G95Y/?location=Wilton,-14.724,134.746,,,2025-03-24T20:08:08Z,24.9,5:20am,94106,3.1
014308,14GA,CROKER ISLAND AIRPORT,2012,..,-11.1629,132.4813,GPS,NT,9.2,10.6,94108,"West Arnhem, NT ",/places/nt/G76M/?location=West Arnhem,-11.163,132.481,,,2025-03-24T20:08:08Z,28.8,5:20am,94135,NA
014309,14GA,MURGANELLA AIRSTRIP,2012,..,-11.5485,132.9266,GPS,NT,9.5,10.9,94109,"West Arnhem, NT ",/places/nt/G7HJ/?location=West Arnhem,-11.549,132.927,,,2025-03-24T20:08:08Z,24.2,5:20am,94109,1.5
014310,14GA,OENPELLI AIRPORT,2012,..,-12.3272,133.0069,GPS,NT,7.5,8.9,94110,"Oenpelli, NT ",/places/nt/oenpelli/,-12.327,133.007,,,2025-03-24T20:08:08Z,25.8,5:20am,94110,3.8
014311,14BC,ARAFURA (WARRUWI),2012,..,-11.6485,133.3800,SURVEY,NT,19.0,..,99103,"Warruwi, NT ",/places/nt/warruwi/,-11.649,133.380,,,2025-03-24T20:08:08Z,26.6,5:20am,94139,1.1
014314,14GA,NOONAMAH AIRSTRIP,2013,..,-12.6099,131.0474,GPS,NT,17.5,18.9,94105,"Bees Creek, NT ",/places/nt/bees-creek/,-12.610,131.047,,,2025-03-24T20:08:08Z,26.2,5:20am,94105,2.2
014318,14GA,EAST POINT,2023,..,-12.4108,130.8273,SURVEY,NT,7.1,8.5,94002,"Darwin Harbour, NT ",/places/nt/G4EK/?location=Darwin Harbour,-12.411,130.827,,,2025-03-24T20:08:08Z,28.6,5:20am,94002,1.2
014319,14GA,DARWIN AIRPORT (MANUAL EVAPORATION COMPA,2023,..,-12.4239,130.8925,.....,NT,30.4,31.3,99175,"Darwin, NT ",/places/nt/G4ES/?location=Darwin,-12.424,130.893,,,2025-03-24T20:08:08Z,27.9,5:20am,94120,2.8
014321,14GA,DARWIN AIRPORT (AUTO EVAP),2024,..,-12.4239,130.8925,SURVEY,NT,30.4,31.3,99336,"Darwin, NT ",/places/nt/G4ES/?location=Darwin,-12.424,130.893,,,2025-03-24T20:08:08Z,27.9,5:20am,94120,2.8
014401,14BC,WARRUWI AIRPORT,1916,..,-11.6500,133.3797,GPS,NT,19.2,19.7,94139,"Warruwi, NT ",/places/nt/warruwi/,-11.650,133.380,,,2025-03-24T20:08:08Z,26.6,5:20am,94139,1.1
014404,14BC,MILINGIMBI AIRPORT,2003,..,-12.0932,134.8919,GPS,NT,15.0,16.5,94140,"Milingimbi, NT ",/places/nt/milingimbi/,-12.093,134.892,,,2025-03-24T20:08:08Z,25.3,5:20am,94140,1.4
014405,14BC,MANINGRIDA AIRPORT,2003,..,-12.0569,134.2339,SURVEY,NT,28.1,29.6,95142,"Maningrida, NT ",/places/nt/maningrida/,-12.057,134.234,,,2025-03-24T20:08:08Z,24.6,5:20am,95142,1.2
014412,14BC,GOVE AIRPORT,2023,..,-12.2684,136.8188,.....,NT,53.6,55.1,94150,"Nhulunbuy, NT ",/places/nt/GFSX/?location=Nhulunbuy,-12.268,136.819,,,2025-03-24T20:08:08Z,NA,5:20am,94150,3.8
014413,14BC,GOVE AIRPORT (AUTO EVAP),2024,..,-12.2684,136.8188,.....,NT,53.6,55.1,99335,"Nhulunbuy, NT ",/places/nt/GFSX/?location=Nhulunbuy,-12.268,136.819,,,2025-03-24T20:08:08Z,NA,5:20am,94150,3.8
014517,14BC,NGAYAWILI,1999,..,-11.9971,135.5726,GPS,NT,8.1,9.1,95146,"Ngayawili, NT ",/places/nt/ngayawili/,-11.997,135.573,,,2025-03-24T20:08:08Z,28.4,5:20am,95146,2.6
014518,14BC,GROOTE EYLANDT AIRPORT,1999,..,-13.9746,136.4630,GPS,NT,13.7,14.2,94153,"Groote Eylandt, NT ",/places/nt/groote-eylandt/,-13.975,136.463,,,2025-03-24T20:08:08Z,27.6,5:20am,94153,NA
014612,14DE,LARRIMAH,1952,..,-15.5748,133.2137,GPS,NT,180.0,185.7,94237,"Larrimah, NT ",/places/nt/larrimah/,-15.575,133.214,,,2025-03-24T20:08:08Z,24.2,5:20am,94234,81.3
014626,14DE,DALY WATERS AIRSTRIP,1939,..,-16.2637,133.3782,GPS,NT,209.8,211.4,94234,"Daly Waters, NT ",/places/nt/daly-waters/,-16.264,133.378,,,2025-03-24T20:08:08Z,24.2,5:20am,94234,NA
014627,14DE,BULMAN,2002,..,-13.6715,134.3415,GPS,NT,103.4,104.7,94143,"Bulman, NT ",/places/nt/bulman/,-13.671,134.341,,,2025-03-24T20:08:08Z,23.5,5:20am,94143,2.4
014703,14DE,CENTRE ISLAND,1968,..,-15.7426,136.8192,GPS,NT,12.2,12.7,94248,"Centre Island, NT ",/places/nt/centre-island/,-15.743,136.819,,,2025-03-24T20:08:08Z,27.1,5:20am,94248,3.2
014707,14DE,WOLLOGORANG,1966,..,-17.2122,137.9462,GPS,NT,60.0,61.0,94258,"Wollogorang, NT ",/places/nt/wollogorang/,-17.212,137.946,,,2025-03-24T20:08:08Z,NA,NA,NA,NA
014723,14DE,BORROLOOLA AIRPORT,1987,..,-16.0755,136.3041,GPS,NT,16.1,16.6,94152,"Borroloola, NT ",/places/nt/borroloola/,-16.076,136.304,,,2025-03-24T20:08:08Z,25.6,5:20am,94152,2.8
014808,14F,BRADSHAW - ANGALLARI VALLEY (DEFENCE),2017,..,-15.4397,130.5731,GPS,NT,60.0,62.0,94221,"Unnamed location, NT ",/places/nt/G0DR/?location=Unnamed location,-15.440,130.573,,,2025-03-24T20:08:08Z,24.8,5:20am,94221,1.9
014825,14F,VICTORIA RIVER DOWNS,1885,..,-16.4030,131.0145,GPS,NT,88.5,90.0,94232,"Victoria River Downs, NT ",/places/nt/victoria-river-downs/,-16.403,131.014,,,2025-03-24T20:08:08Z,24.9,5:20am,94232,1.1
014829,14F,LAJAMANU AIRPORT,1952,..,-18.3324,130.6361,GPS,NT,315.6,316.6,94231,"Lajamanu, NT ",/places/nt/lajamanu/,-18.332,130.636,,,2025-03-24T20:08:08Z,24.3,5:19am,94231,2.3
014850,14F,TIMBER CREEK,1981,..,-15.6614,130.4808,SURVEY,NT,20.1,23.1,94220,"Timber Creek, NT ",/places/nt/timber-creek/,-15.661,130.481,,,2025-03-24T20:08:08Z,24.8,5:20am,94221,25.9
014901,14GA,DOUGLAS RIVER RESEARCH FARM,1968,..,-13.8345,131.1872,GPS,NT,42.8,44.2,94128,"Douglas River, NT ",/places/nt/douglas-river/,-13.835,131.187,,,2025-03-24T20:08:08Z,25.4,5:20am,94128,1.8
014909,14GA,CENTRAL ARNHEM PLATEAU,2003,..,-13.3275,133.0861,GPS,NT,416.0,416.3,94141,"Central Arnhem Plateau, NT ",/places/nt/central-arnhem-plateau/,-13.328,133.086,,,2025-03-24T20:08:08Z,23.8,5:20am,94141,2.6
014938,14GA,MANGO FARM,1980,..,-13.7379,130.6834,GPS,NT,15.2,16.2,94117,"Mango Farm, NT ",/places/nt/mango-farm/,-13.738,130.683,,,2025-03-24T20:08:08Z,25.4,5:20am,94128,52.7
014948,14GA,PORT KEATS AIRPORT,1996,..,-14.2494,129.5282,GPS,NT,28.0,29.0,95111,"Wadeye, NT ",/places/nt/wadeye/,-14.249,129.528,,,2025-03-24T20:08:08Z,NA,5:20am,95111,1.5
014949,14GA,DELAMERE WEAPONS RANGE,1997,..,-15.7441,131.9181,GPS,NT,221.0,221.5,94225,"Delamere, NT ",/places/nt/delamere/,-15.744,131.918,,,2025-03-24T20:08:08Z,23.3,5:20am,94225,2.1
014981,14F,BRADSHAW - KOOLENDONG VALLEY (DEFENCE),2018,..,-15.1853,130.1169,GPS,NT,42.0,59.0,94222,"Unnamed location, NT ",/places/nt/G0BK/?location=Unnamed location,-15.185,130.117,,,2025-03-24T20:08:08Z,23.3,5:00am,94222,1.8
014982,14GA,KANGAROO FLATS (DEFENCE),2017,..,-12.7934,130.8542,.....,NT,50.0,..,94161,"Charlotte, NT ",/places/nt/G47K/?location=Charlotte,-12.793,130.854,,,2025-03-24T20:08:08Z,25.8,5:20am,94161,3.1
014983,14GA,MOUNT BUNDEY NORTH (DEFENCE),2017,..,-12.9141,131.8663,GPS,NT,83.0,..,94162,"Mount Bundey, NT ",/places/nt/G4RD/?location=Mount Bundey,-12.914,131.866,,,2025-03-24T20:08:08Z,25.3,5:20am,94162,3.3
014984,14GA,MOUNT BUNDEY SOUTH (DEFENCE),2017,..,-13.0889,131.8478,GPS,NT,55.0,56.0,94112,"Mount Bundey, NT ",/places/nt/G4PW/?location=Mount Bundey,-13.089,131.848,,,2025-03-24T20:08:08Z,25.2,5:20am,94112,1.5
014985,14GA,DARWIN AIRPORT UPPER AIR COMPARISON,2018,..,-12.4239,130.8925,GPS,NT,30.4,35.0,99119,"Darwin, NT ",/places/nt/G4ES/?location=Darwin,-12.424,130.893,,,2025-03-24T20:08:08Z,27.9,5:20am,94120,2.8
014987,14GA,DELAMERE WEAPONS RANGE CONTROL,2019,..,-15.7674,131.8200,.....,NT,221.0,..,99225,"Unnamed location, NT ",/places/nt/G0X9/?location=Unnamed location,-15.767,131.820,,,2025-03-24T20:08:08Z,23.3,5:20am,94225,8.4
014988,14GA,KNUCKEY LAGOON,2021,..,-12.4422,130.9556,Unknown,NT,31.6,33.1,94000,"Knuckey Lagoon, NT ",/places/nt/G4EG/?location=Knuckey Lagoon,-12.442,130.956,,,2025-03-24T20:08:09Z,27.1,5:20am,94000,1.4
014991,14BC,EAST ARNHEM,2023,..,-12.3845,136.7959,GPS,NT,112.0,..,94155,"East Arnhem, NT ",/places/nt/GFSK/?location=East Arnhem,-12.384,136.796,,,2025-03-24T20:08:09Z,NA,5:20am,94150,NA
015085,15A,BRUNETTE DOWNS,1891,..,-18.6370,135.9450,GPS,NT,218.0,219.0,94242,"Brunette Downs, NT ",/places/nt/brunette-downs/,-18.637,135.945,,,2025-03-24T20:08:09Z,NA,NA,NA,NA
015131,15A,ELLIOTT,1949,..,-17.5552,133.5439,GPS,NT,220.0,223.0,94236,"Elliott, NT ",/places/nt/elliott/,-17.555,133.544,,,2025-03-24T20:08:09Z,NA,NA,NA,NA
015135,15A,TENNANT CREEK AIRPORT,1969,..,-19.6423,134.1833,GPS,NT,375.7,377.1,94238,"Tennant Creek, NT ",/places/nt/tennant-creek/,-19.642,134.183,,,2025-03-24T20:08:09Z,22.3,5:20am,94238,2.1
015502,15B,ALI CURUNG,1967,..,-21.0025,134.4029,GPS,NT,375.0,376.2,94325,"Ali Curung, NT ",/places/nt/ali-curung/,-21.003,134.403,,,2025-03-24T20:08:09Z,NA,NA,NA,NA
015511,15B,CURTIN SPRINGS,1953,..,-25.3139,131.7571,GPS,NT,489.6,491.1,94463,"Curtin Springs, NT ",/places/nt/curtin-springs/,-25.314,131.757,,,2025-03-24T20:08:09Z,22.2,5:20am,94462,NA
015528,15B,YUENDUMU,1952,..,-22.2565,131.8011,GPS,NT,667.0,668.0,94324,"Yuendumu, NT ",/places/nt/yuendumu/,-22.256,131.801,,,2025-03-24T20:08:09Z,NA,NA,NA,NA
015590,15B,ALICE SPRINGS AIRPORT,1940,..,-23.7951,133.8890,GPS,NT,546.0,547.0,94326,"Alice Springs Airport, NT ",/places/nt/alice-springs-airport/,-23.795,133.889,,,2025-03-24T20:08:09Z,18.3,5:20am,94326,2.3
015594,15B,ARLTUNGA,1988,..,-23.4564,134.6849,GPS,NT,661.0,663.0,95323,"Arltunga, NT ",/places/nt/arltunga/,-23.456,134.685,,,2025-03-24T20:08:09Z,18.3,5:20am,94326,91.3
015602,15B,JERVOIS,1966,..,-22.9494,136.1442,GPS,NT,328.0,329.0,94327,"Jervois, NT ",/places/nt/jervois/,-22.949,136.144,,,2025-03-24T20:08:09Z,21.5,5:20am,94327,1.2
015603,15B,KULGERA,1968,..,-25.8428,133.3027,GPS,NT,508.6,510.0,94466,"Kulgera, NT ",/places/nt/kulgera/,-25.843,133.303,,,2025-03-24T20:08:09Z,NA,NA,NA,NA
015612,15B,PAPUNYA,1957,..,-23.2044,131.9156,GPS,NT,608.0,609.0,94322,"Papunya, NT ",/places/nt/papunya/,-23.204,131.916,,,2025-03-24T20:08:09Z,NA,NA,NA,NA
015635,15B,YULARA AIRPORT,1983,..,-25.1896,130.9737,GPS,NT,492.0,492.5,94462,"Yulara, NT ",/places/nt/E4EU/?location=Yulara,-25.190,130.974,,,2025-03-24T20:08:09Z,22.2,5:20am,94462,3.1
015643,15B,TERRITORY GRAPE FARM,1987,..,-22.4518,133.6377,GPS,NT,565.6,567.0,94328,"Territory Grape, NT ",/places/nt/territory-grape/,-22.452,133.638,,,2025-03-24T20:08:09Z,19.8,5:20am,94328,NA
015652,15B,WATARRKA,1990,..,-24.2918,131.5490,GPS,NT,614.0,612.5,94323,"Watarrka, NT ",/places/nt/E5NQ/?location=Watarrka,-24.292,131.549,,,2025-03-24T20:08:09Z,NA,NA,NA,NA
015664,15B,WALUNGURRU AIRPORT,2001,..,-23.2656,129.3844,GPS,NT,454.3,455.3,94321,"Wulungurru, NT ",/places/nt/wulungurru/,-23.266,129.384,,,2025-03-24T20:08:09Z,NA,5:20am,94321,2.1
015666,15B,RABBIT FLAT,1996,..,-20.1823,130.0148,GPS,NT,340.0,341.5,95322,"Rabbit Flat, NT ",/places/nt/rabbit-flat/,-20.182,130.015,,,2025-03-24T20:08:09Z,24.8,5:11am,95322,3.1
015686,15B,ALICE SPRINGS AIRPORT (AUTO EVAP),2024,..,-23.7951,133.8890,GPS,NT,546.0,547.0,99337,"Alice Springs Airport, NT ",/places/nt/alice-springs-airport/,-23.795,133.889,,,2025-03-24T20:08:09Z,18.3,5:20am,94326,2.3
016001,16,WOOMERA AERODROME,1949,..,-31.1558,136.8054,GPS,SA,166.6,168.5,94659,"Woomera, SA ",/places/sa/woomera/,-31.156,136.805,,,2025-03-24T20:08:09Z,19.5,6:20am,94659,1.7
016065,16,ANDAMOOKA,1965,..,-30.4490,137.1692,GPS,SA,76.0,..,95660,"Andamooka, SA ",/places/sa/andamooka/,-30.449,137.169,,,2025-03-24T20:08:09Z,21.9,6:19am,95658,26.4
